refcat,m2,label,destacar,multipoligono
2568543UK5326N,757,43,si,no
2570104UK5327S,2790,04,si,no
2571101UK5327S,900,01,si,no
2571301UK5327S,610,01,si,no
2571303UK5327S,1058,03,si,no
2571304UK5327S,576,04,si,no
2610101UK5321S,162516,01,si,no
2610102UK5321S,73105,02,si,no
2670110UK5327S,1503,10,si,no
2670111UK5327S,1487,11,si,no
2670112UK5327S,3027,12,si,no
2670116UK5327S,596,16,si,no
2670120UK5327S,1313,20,si,no
2671102UK5327S,1941,02,si,no
2671103UK5327S,1921,03,si,no
2671104UK5327S,1574,04,si,no
2671106UK5327S,1966,06,si,no
2671107UK5327S,2047,07,si,no
2671108UK5327S,806,08,si,no
2671109UK5327S,1364,09,si,no
2671110UK5327S,1776,10,si,no
2671111UK5327S,1976,11,si,no
2671112UK5327S,668,12,si,no
2709801UK5320N,4634,01,si,no
2733101UK5323N,309783,01,si,no
2752101UK5325S,12921,01,si,no
2752102UK5325S,3312,02,si,no
2752103UK5325S,746,03,si,no
2752104UK5325S,9333,04,si,no
2752105UK5325S,3757,05,si,no
2752106UK5325S,3746,06,si,no
2752107UK5325S,3501,07,si,no
2752108UK5325S,5294,08,si,no
2752109UK5325S,4569,09,si,no
2752110UK5325S,10432,10,si,no
2752112UK5325S,15879,12,si,no
2752113UK5325S,15828,13,si,no
2752114UK5325S,15897,14,si,no
2752115UK5325S,15702,15,si,no
2752116UK5325S,10366,16,si,no
2752117UK5325S,41879,17,si,no
2752119UK5325S,245844,19,si,no
2752120UK5325S,19564,20,si,no
2752121UK5325S,881849,21,si,no
2752122UK5325S,169116,22,si,no
2752123UK5325S,85515,23,si,no
2752124UK5325S,7829,24,si,no
2752125UK5325S,7220,25,si,no
2807901UK5320N,5250,01,si,no
2807902UK5320N,10086,02,si,no
2807903UK5320N,9771,03,si,no
2807904UK5320N,5002,04,si,no
2807905UK5320N,5465,05,si,no
2807906UK5320N,4915,06,si,no
2807907UK5320N,5250,07,si,no
2807908UK5320N,5050,08,si,no
2807909UK5320N,4813,09,si,no
2807910UK5320N,5176,10,si,no
2857302UK5325N,2022,02,si,no
2857303UK5325N,2000,03,si,no
2857304UK5325N,2000,04,si,no
2857305UK5325N,2000,05,si,no
2857306UK5325N,2000,06,si,no
2857308UK5325N,2018,08,si,no
2857309UK5325N,2000,09,si,no
2862101UK5326S,2735,01,si,no
2862102UK5326S,26907,02,si,no
2862103UK5326S,104221,03,si,no
2862105UK5326S,4836,05,si,no
2862106UK5326S,1341,06,si,no
2862107UK5326S,2550,07,si,no
2862108UK5326S,2611,08,si,no
2862109UK5326S,788,09,si,no
2862110UK5326S,918,10,si,no
2862111UK5326S,52395,11,si,no
2862112UK5326S,51909,12,si,no
2905901UK5320N,16690,01,si,no
2905902UK5320N,7729,02,si,no
2909802UK5320N,9191,02,si,no
2909804UK5320N,5031,04,si,no
2909808UK5320N,15753,08,si,no
2953901UK5325S,4529,01,si,no
2953902UK5325S,4540,02,si,no
2953903UK5325S,4393,03,si,no
2953904UK5325S,4526,04,si,no
2953905UK5325S,4645,05,si,no
2953906UK5325S,4325,06,si,no
2953907UK5325S,4491,07,si,no
2953908UK5325S,2726,08,si,no
2953909UK5325S,2674,09,si,no
2956101UK5325N,4354,01,si,no
2956102UK5325N,4411,02,si,no
2956103UK5325N,4297,03,si,no
2956104UK5325N,4420,04,si,no
2956105UK5325N,4548,05,si,no
2956106UK5325N,4499,06,si,no
2956107UK5325N,4484,07,si,no
2956108UK5325N,4497,08,si,no
2956109UK5325N,4339,09,si,no
2956110UK5325N,4545,10,si,no
2956111UK5325N,4520,11,si,no
3008501UK5330N,11758,01,si,no
3008502UK5330N,8291,02,si,no
3008503UK5330N,18356,03,si,no
3010901UK5331S,9154,01,si,no
3016901UK5331N,3234,01,si,no
3016902UK5331N,3476,02,si,no
3016903UK5331N,4221,03,si,no
3016904UK5331N,3282,04,si,no
3016905UK5331N,3478,05,si,no
3016906UK5331N,3670,06,si,no
3023501UK5332S,4726,01,si,no
3023502UK5332S,4001,02,si,no
3023503UK5332S,3062,03,si,no
3023504UK5332S,3469,04,si,no
3023505UK5332S,3953,05,si,no
3023506UK5332S,2462,06,si,no
3059601UK5335N,41047,01,si,no
3106601UK5330N,5440,01,si,no
3106603UK5330N,44272,03,si,no
3106604UK5330N,9579,04,si,no
3106605UK5330N,7944,05,si,no
3106608UK5330N,6153,08,si,no
3106609UK5330N,6451,09,si,no
3106610UK5330N,5142,10,si,no
3106611UK5330N,5011,11,si,no
3106612UK5330N,5057,12,si,no
3106613UK5330N,6959,13,si,no
3110601UK5331S,8023,01,si,no
3110602UK5331S,9008,02,si,no
3110603UK5331S,10200,03,si,no
3118801UK5331N,3536,01,si,no
3118802UK5331N,54381,02,si,no
3118804UK5331N,6136,04,si,no
3118805UK5331N,3404,05,si,no
3118806UK5331N,2378,06,si,no
3118807UK5331N,3018,07,si,no
3118808UK5331N,3236,08,si,no
3118809UK5331N,2683,09,si,no
3118810UK5331N,3919,10,si,no
3118811UK5331N,3750,11,si,no
3118812UK5331N,5090,12,si,no
3118813UK5331N,9260,13,si,no
3118814UK5331N,16268,14,si,no
3151301UK5335S,4491,01,si,no
3151302UK5335S,4465,02,si,no
3151303UK5335S,4517,03,si,no
3151304UK5335S,4512,04,si,no
3151305UK5335S,4519,05,si,no
3151306UK5335S,4437,06,si,no
3151307UK5335S,4289,07,si,no
3151308UK5335S,4871,08,si,no
3151309UK5335S,4534,09,si,no
3151310UK5335S,4500,10,si,no
3151311UK5335S,4510,11,si,no
3151312UK5335S,4458,12,si,no
3151313UK5335S,4587,13,si,no
3151314UK5335S,4344,14,si,no
3151316UK5335S,4217,16,si,no
3151317UK5335S,2815,17,si,no
3151318UK5335S,2514,18,si,no
3156901UK5335N,2781,01,si,no
3156902UK5335N,2781,02,si,no
3156903UK5335N,3198,03,si,no
3156904UK5335N,3141,04,si,no
3156905UK5335N,4073,05,si,no
3156906UK5335N,4005,06,si,no
3156907UK5335N,4053,07,si,no
3156908UK5335N,3968,08,si,no
3156909UK5335N,3974,09,si,no
3156910UK5335N,4013,10,si,no
3156911UK5335N,4004,11,si,no
3156912UK5335N,4025,12,si,no
3156913UK5335N,4400,13,si,no
3156914UK5335N,4484,14,si,no
3156915UK5335N,4488,15,si,no
3156916UK5335N,4529,16,si,no
3156917UK5335N,4692,17,si,no
3156918UK5335N,4334,18,si,no
3209901UK5330N,7150,01,si,no
3209902UK5330N,5912,02,si,no
3222401UK5332S,4406,01,si,no
3222402UK5332S,4878,02,si,no
3222403UK5332S,2931,03,si,no
3222404UK5332S,2540,04,si,no
3222405UK5332S,2609,05,si,no
3222406UK5332S,2620,06,si,no
3222407UK5332S,2258,07,si,no
3222408UK5332S,3010,08,si,no
3222409UK5332S,3216,09,si,no
3222410UK5332S,3537,10,si,no
3222411UK5332S,3587,11,si,no
3222412UK5332S,2797,12,si,no
3222413UK5332S,2965,13,si,no
3222414UK5332S,2684,14,si,no
3222415UK5332S,3747,15,si,no
3222416UK5332S,3321,16,si,no
3222417UK5332S,3061,17,si,no
3222418UK5332S,3380,18,si,no
3222419UK5332S,3049,19,si,no
3222420UK5332S,2538,20,si,no
3222421UK5332S,2845,21,si,no
3222422UK5332S,4891,22,si,no
3222423UK5332S,5543,23,si,no
3222424UK5332S,3571,24,si,no
3222425UK5332S,3078,25,si,no
3222426UK5332S,2892,26,si,no
3222427UK5332S,3297,27,si,no
3222428UK5332S,3634,28,si,no
3222429UK5332S,4073,29,si,no
3222430UK5332S,7257,30,si,no
3222431UK5332S,3120,31,si,no
3222432UK5332S,2776,32,si,no
3222433UK5332S,2634,33,si,no
3222434UK5332S,2656,34,si,no
3222435UK5332S,2541,35,si,no
3222436UK5332S,2961,36,si,no
3222437UK5332S,3227,37,si,no
3222438UK5332S,3660,38,si,no
3222439UK5332S,3307,39,si,no
3222440UK5332S,2544,40,si,no
3222441UK5332S,2657,41,si,no
3247401UK5334N,4509,01,si,no
3247402UK5334N,4521,02,si,no
3247403UK5334N,4494,03,si,no
3247404UK5334N,4473,04,si,no
3247405UK5334N,4514,05,si,no
3247406UK5334N,4453,06,si,no
3247407UK5334N,4390,07,si,no
3247408UK5334N,4427,08,si,no
3247409UK5334N,4363,09,si,no
3247410UK5334N,4319,10,si,no
3247411UK5334N,4334,11,si,no
3247412UK5334N,4776,12,si,no
3247413UK5334N,4473,13,si,no
3247414UK5334N,4372,14,si,no
3247415UK5334N,4362,15,si,no
3247416UK5334N,4523,16,si,no
3247417UK5334N,3323,17,si,no
3247418UK5334N,6636,18,si,no
3247419UK5334N,4476,19,si,no
3247420UK5334N,4436,20,si,no
3247421UK5334N,4393,21,si,no
3247422UK5334N,4439,22,si,no
3247423UK5334N,4516,23,si,no
3247424UK5334N,3307,24,si,no
3252601UK5335S,4500,01,si,no
3252602UK5335S,4027,02,si,no
3252603UK5335S,4000,03,si,no
3252604UK5335S,3986,04,si,no
3252605UK5335S,3983,05,si,no
3252606UK5335S,3986,06,si,no
3252607UK5335S,3867,07,si,no
3252608UK5335S,4085,08,si,no
3252609UK5335S,4105,09,si,no
3252610UK5335S,4127,10,si,no
3252611UK5335S,4103,11,si,no
3252612UK5335S,4061,12,si,no
3252613UK5335S,3766,13,si,no
3252614UK5335S,3495,14,si,no
3252615UK5335S,4760,15,si,no
3252616UK5335S,4780,16,si,no
3252617UK5335S,4774,17,si,no
3252618UK5335S,4617,18,si,no
3252619UK5335S,4682,19,si,no
3252620UK5335S,5178,20,si,no
3252621UK5335S,4378,21,si,no
3252622UK5335S,4510,22,si,no
3252623UK5335S,4469,23,si,no
3252624UK5335S,4514,24,si,no
3260901UK5336S,14899,01,si,no
3260902UK5336S,3963,02,si,no
3313501UK5331S,2856,01,si,no
3313502UK5331S,2748,02,si,no
3313504UK5331S,4498,04,si,no
3313506UK5331S,2508,06,si,no
3313507UK5331S,3134,07,si,no
3313508UK5331S,2712,08,si,no
3313509UK5331S,2687,09,si,no
3313510UK5331S,3202,10,si,no
3313511UK5331S,3848,11,si,no
3313512UK5331S,2421,12,si,no
3313513UK5331S,2826,13,si,no
3313514UK5331S,2256,14,si,no
3313515UK5331S,2633,15,si,no
3313516UK5331S,3035,16,si,no
3317501UK5331N,3185,01,si,no
3317502UK5331N,2792,02,si,no
3317503UK5331N,2707,03,si,no
3317504UK5331N,2776,04,si,no
3317505UK5331N,3197,05,si,no
3317506UK5331N,3134,06,si,no
3317507UK5331N,3051,07,si,no
3317508UK5331N,3360,08,si,no
3317509UK5331N,3475,09,si,no
3317510UK5331N,2463,10,si,no
3317511UK5331N,3023,11,si,no
3317512UK5331N,3015,12,si,no
3317513UK5331N,3085,13,si,no
3317514UK5331N,2928,14,si,no
3317515UK5331N,2533,15,si,no
3317516UK5331N,2413,16,si,no
3317517UK5331N,2804,17,si,no
3317518UK5331N,2738,18,si,no
3317519UK5331N,2793,19,si,no
3317520UK5331N,2626,20,si,no
3317521UK5331N,2904,21,si,no
3317522UK5331N,2919,22,si,no
3317523UK5331N,2956,23,si,no
3317524UK5331N,3009,24,si,no
3317525UK5331N,3701,25,si,no
3317526UK5331N,3291,26,si,no
3317527UK5331N,2799,27,si,no
3317528UK5331N,2900,28,si,no
3317529UK5331N,3516,29,si,no
3317530UK5331N,3187,30,si,no
3317531UK5331N,3566,31,si,no
3317532UK5331N,2235,32,si,no
3317533UK5331N,2595,33,si,no
3317534UK5331N,2671,34,si,no
3317535UK5331N,3092,35,si,no
3317536UK5331N,2815,36,si,no
3317537UK5331N,2962,37,si,no
3317538UK5331N,2977,38,si,no
3317539UK5331N,4649,39,si,no
3357801UK5335N,2737,01,si,no
3357802UK5335N,2491,02,si,no
3357803UK5335N,3544,03,si,no
3357804UK5335N,3571,04,si,no
3357805UK5335N,3982,05,si,no
3357806UK5335N,3933,06,si,no
3357807UK5335N,4039,07,si,no
3357808UK5335N,3966,08,si,no
3357809UK5335N,4027,09,si,no
3357810UK5335N,3994,10,si,no
3357811UK5335N,4002,11,si,no
3357812UK5335N,4035,12,si,no
3357813UK5335N,3981,13,si,no
3357814UK5335N,3991,14,si,no
3357815UK5335N,3992,15,si,no
3357816UK5335N,3973,16,si,no
3357817UK5335N,3967,17,si,no
3357818UK5335N,3926,18,si,no
3357819UK5335N,3975,19,si,no
3357820UK5335N,4000,20,si,no
3357821UK5335N,4098,21,si,no
3357822UK5335N,4056,22,si,no
3357823UK5335N,3985,23,si,no
3357824UK5335N,3996,24,si,no
3357825UK5335N,4051,25,si,no
3421101UK5332S,3223,01,si,no
3421102UK5332S,2574,02,si,no
3421103UK5332S,2357,03,si,no
3421104UK5332S,3971,04,si,no
3421105UK5332S,2761,05,si,no
3421106UK5332S,3063,06,si,no
3421107UK5332S,2775,07,si,no
3421108UK5332S,2923,08,si,no
3421109UK5332S,2979,09,si,no
3421110UK5332S,3218,10,si,no
3421111UK5332S,3089,11,si,no
3421112UK5332S,3078,12,si,no
3421113UK5332S,3013,13,si,no
3421114UK5332S,3417,14,si,no
3521701UK5332S,2955,01,si,no
3521702UK5332S,2613,02,si,no
3521703UK5332S,2554,03,si,no
3521704UK5332S,2575,04,si,no
3521705UK5332S,2780,05,si,no
3521706UK5332S,2731,06,si,no
3521707UK5332S,2797,07,si,no
3521708UK5332S,2756,08,si,no
3521709UK5332S,3095,09,si,no
3521710UK5332S,3125,10,si,no
3521711UK5332S,3206,11,si,no
3521712UK5332S,2578,12,si,no
3525501UK5332N,2258,01,si,no
3525502UK5332N,2601,02,si,no
3525503UK5332N,3494,03,si,no
3525504UK5332N,3376,04,si,no
3525505UK5332N,2797,05,si,no
3525506UK5332N,2725,06,si,no
3525507UK5332N,3439,07,si,no
3525508UK5332N,2797,08,si,no
3525509UK5332N,3117,09,si,no
3525510UK5332N,3163,10,si,no
3527201UK5332N,2673,01,si,no
3527202UK5332N,5340,02,si,no
3527203UK5332N,3992,03,si,no
3527204UK5332N,4927,04,si,no
3527205UK5332N,3446,05,si,no
3527206UK5332N,2877,06,si,no
3527207UK5332N,4291,07,si,no
3527208UK5332N,3275,08,si,no
3527209UK5332N,2875,09,si,no
3527210UK5332N,3726,10,si,no
3527211UK5332N,3190,11,si,no
3527212UK5332N,2974,12,si,no
3527213UK5332N,3240,13,si,no
3527214UK5332N,3604,14,si,no
3532301UK5333S,3631,01,si,no
3532304UK5333S,4314,04,si,no
3532305UK5333S,1845,05,si,no
3532306UK5333S,3365,06,si,no
3532307UK5333S,3280,07,si,no
3532308UK5333S,2989,08,si,no
3532309UK5333S,3203,09,si,no
3532310UK5333S,3098,10,si,no
3532311UK5333S,3138,11,si,no
3532312UK5333S,2892,12,si,no
3532313UK5333S,9638,13,si,no
3532314UK5333S,2681,14,si,no
3532315UK5333S,2647,15,si,no
3532316UK5333S,2504,16,si,no
3535501UK5333N,5275,01,si,no
3535502UK5333N,3628,02,si,no
3535503UK5333N,3780,03,si,no
3535504UK5333N,3701,04,si,no
3543801UK5334S,4315,01,si,no
3543802UK5334S,2597,02,si,no
3543803UK5334S,5057,03,si,no
3543804UK5334S,2777,04,si,no
3543805UK5334S,2898,05,si,no
3543806UK5334S,13341,06,si,no
3543807UK5334S,5231,07,si,no
3543808UK5334S,4756,08,si,no
3543809UK5334S,5687,09,si,no
3543810UK5334S,14805,10,si,no
3543811UK5334S,4872,11,si,no
3543812UK5334S,4951,12,si,no
3543813UK5334S,5006,13,si,no
3543814UK5334S,5240,14,si,no
3543815UK5334S,5223,15,si,no
3543816UK5334S,4744,16,si,no
3543817UK5334S,4737,17,si,no
3543818UK5334S,15017,18,si,no
3543819UK5334S,4316,19,si,no
3543820UK5334S,4310,20,si,no
3543821UK5334S,2694,21,si,no
3543822UK5334S,2500,22,si,no
3547201UK5334N,5024,01,si,no
3547202UK5334N,3877,02,si,no
3547203UK5334N,4979,03,si,no
3547204UK5334N,4425,04,si,no
3547205UK5334N,4485,05,si,no
3547206UK5334N,4393,06,si,no
3547207UK5334N,4233,07,si,no
3547208UK5334N,4012,08,si,no
3547209UK5334N,3769,09,si,no
3547210UK5334N,8025,10,si,no
3547211UK5334N,3785,11,si,no
3547212UK5334N,3954,12,si,no
3547213UK5334N,3965,13,si,no
3547214UK5334N,3910,14,si,no
3547215UK5334N,3268,15,si,no
3547216UK5334N,4519,16,si,no
3547217UK5334N,5577,17,si,no
3547218UK5334N,5563,18,si,no
3547219UK5334N,5763,19,si,no
3547220UK5334N,4436,20,si,no
3547221UK5334N,4429,21,si,no
3547222UK5334N,4672,22,si,no
3547223UK5334N,4410,23,si,no
3547224UK5334N,4506,24,si,no
3547225UK5334N,4414,25,si,no
3547226UK5334N,4970,26,si,no
3552301UK5335S,3962,01,si,no
3552302UK5335S,4064,02,si,no
3552303UK5335S,3909,03,si,no
3552304UK5335S,34830,04,si,no
3552305UK5335S,3971,05,si,no
3552306UK5335S,3935,06,si,no
3552307UK5335S,3900,07,si,no
3552308UK5335S,3903,08,si,no
3552309UK5335S,3698,09,si,no
3552310UK5335S,4417,10,si,no
3552312UK5335S,4092,12,si,no
3552313UK5335S,3985,13,si,no
3552314UK5335S,10295,14,si,no
3552315UK5335S,2713,15,si,no
3552316UK5335S,2637,16,si,no
3552317UK5335S,2545,17,si,no
3552318UK5335S,2427,18,si,no
3552319UK5335S,2412,19,si,no
3552320UK5335S,2408,20,si,no
3552321UK5335S,2403,21,si,no
3552322UK5335S,2396,22,si,no
3557401UK5335N,3340,01,si,no
3557402UK5335N,3023,02,si,no
3557403UK5335N,3576,03,si,no
3557404UK5335N,3712,04,si,no
3557405UK5335N,3870,05,si,no
3557406UK5335N,3989,06,si,no
3557407UK5335N,4017,07,si,no
3557408UK5335N,4301,08,si,no
3557409UK5335N,4148,09,si,no
3557410UK5335N,3907,10,si,no
3557411UK5335N,4117,11,si,no
3557412UK5335N,3971,12,si,no
3557413UK5335N,3986,13,si,no
3557414UK5335N,3935,14,si,no
3557415UK5335N,4634,15,si,no
3557416UK5335N,4029,16,si,no
3557417UK5335N,4016,17,si,no
3557418UK5335N,4013,18,si,no
3557419UK5335N,4028,19,si,no
3557420UK5335N,4000,20,si,no
3557421UK5335N,4088,21,si,no
3557422UK5335N,3997,22,si,no
3557423UK5335N,3986,23,si,no
3557424UK5335N,4051,24,si,no
3557425UK5335N,3945,25,si,no
3557426UK5335N,4075,26,si,no
3557427UK5335N,3871,27,si,no
3560201UK5336S,26553,01,si,no
3560202UK5336S,2514,02,si,no
3560203UK5336S,2223,03,si,no
3615301UK5331N,4724,01,si,no
3615302UK5331N,106796,02,si,no
3615303UK5331N,3422,03,si,no
3615305UK5331N,2562,05,si,no
3615306UK5331N,2555,06,si,no
3615307UK5331N,2568,07,si,no
3615308UK5331N,2976,08,si,no
3615309UK5331N,3254,09,si,no
3615310UK5331N,4627,10,si,no
3615311UK5331N,2529,11,si,no
3615312UK5331N,2500,12,si,no
3615313UK5331N,2500,13,si,no
3618901UK5331N,2971,01,si,no
3618902UK5331N,3027,02,si,no
3618903UK5331N,2885,03,si,no
3618904UK5331N,3060,04,si,no
3618905UK5331N,3680,05,si,no
3618906UK5331N,2399,06,si,no
3618907UK5331N,2404,07,si,no
3618908UK5331N,3269,08,si,no
3618909UK5331N,2756,09,si,no
3618910UK5331N,2320,10,si,no
3618911UK5331N,2942,11,si,no
3618912UK5331N,3553,12,si,no
3618913UK5331N,2688,13,si,no
3618914UK5331N,3142,14,si,no
3618915UK5331N,3075,15,si,no
3618916UK5331N,2419,16,si,no
3632401UK5333S,2944,01,si,no
3632402UK5333S,2370,02,si,no
3632403UK5333S,2659,03,si,no
3632404UK5333S,3128,04,si,no
3632405UK5333S,3528,05,si,no
3632406UK5333S,3628,06,si,no
3632407UK5333S,3521,07,si,no
3632408UK5333S,7912,08,si,no
3632409UK5333S,2943,09,si,no
3632410UK5333S,3349,10,si,no
3632411UK5333S,3104,11,si,no
3632412UK5333S,2843,12,si,no
3632413UK5333S,2908,13,si,no
3632414UK5333S,2749,14,si,no
3632415UK5333S,3507,15,si,no
3632416UK5333S,3341,16,si,no
3632417UK5333S,3143,17,si,no
3632418UK5333S,3188,18,si,no
3632419UK5333S,3153,19,si,no
3632420UK5333S,3660,20,si,no
3632421UK5333S,3727,21,si,no
3632422UK5333S,3080,22,si,no
3632423UK5333S,3224,23,si,no
3632424UK5333S,2943,24,si,no
3632425UK5333S,2853,25,si,no
3632426UK5333S,3068,26,si,no
3722701UK5332S,2909,01,si,no
3722702UK5332S,2893,02,si,no
3722703UK5332S,2919,03,si,no
3722706UK5332S,2980,06,si,no
3722707UK5332S,2990,07,si,no
3722708UK5332S,3068,08,si,no
3722709UK5332S,2917,09,si,no
3722710UK5332S,2671,10,si,no
3722711UK5332S,2548,11,si,no
3722712UK5332S,2703,12,si,no
3722713UK5332S,2938,13,si,no
3722714UK5332S,2954,14,si,no
3722715UK5332S,2940,15,si,no
3722716UK5332S,2859,16,si,no
3722717UK5332S,3020,17,si,no
3722718UK5332S,3191,18,si,no
3722719UK5332S,2948,19,si,no
3722720UK5332S,2315,20,si,no
3722721UK5332S,2981,21,si,no
3722722UK5332S,2767,22,si,no
3722723UK5332S,2952,23,si,no
3722724UK5332S,2958,24,si,no
3722725UK5332S,2946,25,si,no
3722726UK5332S,2822,26,si,no
3722727UK5332S,6166,27,si,no
3722728UK5332S,2699,28,si,no
3724901UK5332S,4759,01,si,no
3724902UK5332S,2667,02,si,no
3724903UK5332S,3473,03,si,no
3724904UK5332S,3031,04,si,no
3724905UK5332S,3143,05,si,no
3724906UK5332S,3162,06,si,no
3724907UK5332S,3781,07,si,no
3724908UK5332S,2400,08,si,no
3724909UK5332S,2435,09,si,no
3724910UK5332S,2954,10,si,no
3724911UK5332S,2623,11,si,no
3724912UK5332S,2670,12,si,no
3724913UK5332S,2173,13,si,no
3724914UK5332S,2595,14,si,no
3724915UK5332S,3478,15,si,no
3724916UK5332S,3165,16,si,no
3724917UK5332S,2853,17,si,no
3724918UK5332S,2760,18,si,no
3724919UK5332S,2395,19,si,no
3724920UK5332S,2501,20,si,no
3727801UK5332N,3225,01,si,no
3727802UK5332N,3453,02,si,no
3727803UK5332N,3153,03,si,no
3727804UK5332N,3172,04,si,no
3727805UK5332N,3172,05,si,no
3727806UK5332N,3196,06,si,no
3727807UK5332N,3235,07,si,no
3727808UK5332N,3141,08,si,no
3727809UK5332N,3014,09,si,no
3727810UK5332N,2937,10,si,no
3727811UK5332N,3508,11,si,no
3727812UK5332N,14667,12,si,no
3727813UK5332N,3155,13,si,no
3727814UK5332N,3800,14,si,no
3727815UK5332N,3087,15,si,no
3727816UK5332N,2819,16,si,no
3727817UK5332N,3286,17,si,no
3727818UK5332N,3210,18,si,no
3727819UK5332N,4155,19,si,no
3727820UK5332N,4469,20,si,no
3727821UK5332N,3366,21,si,no
3727822UK5332N,3298,22,si,no
3727823UK5332N,3172,23,si,no
3727824UK5332N,3172,24,si,no
3737401UK5333N,3343,01,si,no
3737402UK5333N,2901,02,si,no
3737403UK5333N,2880,03,si,no
3737404UK5333N,2728,04,si,no
3737405UK5333N,3253,05,si,no
3737406UK5333N,3279,06,si,no
3737407UK5333N,3864,07,si,no
3737408UK5333N,3220,08,si,no
3737409UK5333N,3032,09,si,no
3737410UK5333N,3009,10,si,no
3737411UK5333N,2684,11,si,no
3737412UK5333N,3340,12,si,no
3737413UK5333N,3104,13,si,no
3737414UK5333N,2784,14,si,no
3737415UK5333N,2741,15,si,no
3737416UK5333N,2851,16,si,no
3737417UK5333N,2605,17,si,no
3737418UK5333N,2554,18,si,no
3737419UK5333N,2725,19,si,no
3737420UK5333N,2780,20,si,no
3737421UK5333N,3167,21,si,no
3737422UK5333N,3292,22,si,no
3737423UK5333N,3078,23,si,no
3737424UK5333N,3753,24,si,no
3741901UK5334S,95644,01,si,no
3741902UK5334S,3001,02,si,no
3744701UK5334S,4519,01,si,no
3744702UK5334S,4504,02,si,no
3744703UK5334S,4517,03,si,no
3744704UK5334S,4193,04,si,no
3744705UK5334S,4078,05,si,no
3744706UK5334S,4102,06,si,no
3744707UK5334S,3605,07,si,no
3744708UK5334S,9138,08,si,no
3744709UK5334S,3526,09,si,no
3744710UK5334S,8584,10,si,no
3744711UK5334S,4015,11,si,no
3744717UK5334S,2500,17,si,no
3748801UK5334N,5051,01,si,no
3748802UK5334N,5460,02,si,no
3748803UK5334N,4453,03,si,no
3748804UK5334N,4841,04,si,no
3748805UK5334N,53156,05,si,no
3748806UK5334N,4413,06,si,no
3748807UK5334N,3991,07,si,no
3748808UK5334N,3592,08,si,no
3748809UK5334N,3460,09,si,no
3748813UK5334N,4224,13,si,no
3748814UK5334N,4098,14,si,no
3748815UK5334N,4273,15,si,no
3748816UK5334N,3530,16,si,no
3748817UK5334N,3678,17,si,no
3748818UK5334N,3579,18,si,no
3748819UK5334N,2753,19,si,no
3748820UK5334N,3039,20,si,no
3748821UK5334N,3941,21,si,no
3748822UK5334N,3067,22,si,no
3748823UK5334N,3143,23,si,no
3748824UK5334N,4557,24,si,no
3748825UK5334N,4426,25,si,no
3748826UK5334N,3137,26,si,no
3748827UK5334N,2888,27,si,no
3748828UK5334N,2887,28,si,no
3748829UK5334N,3019,29,si,no
3748830UK5334N,3062,30,si,no
3750901UK5335S,4632,01,si,no
3750902UK5335S,4153,02,si,no
3750903UK5335S,4619,03,si,no
3816701UK5331N,73877,01,si,no
3818401UK5331N,3033,01,si,no
3818402UK5331N,3480,02,si,no
3818403UK5331N,3279,03,si,no
3818404UK5331N,3042,04,si,no
3818405UK5331N,2858,05,si,no
3818406UK5331N,2892,06,si,no
3818407UK5331N,3020,07,si,no
3818408UK5331N,2929,08,si,no
3818409UK5331N,1277,09,si,no
3818410UK5331N,2277,10,si,no
3818411UK5331N,2875,11,si,no
3818412UK5331N,2810,12,si,no
3818413UK5331N,3249,13,si,no
3818414UK5331N,2883,14,si,no
3818415UK5331N,3052,15,si,no
3818416UK5331N,2933,16,si,no
3828601UK5332N,2649,01,si,no
3828602UK5332N,3963,02,si,no
3828603UK5332N,2736,03,si,no
3828604UK5332N,4875,04,si,no
3828605UK5332N,3710,05,si,no
3828606UK5332N,2656,06,si,no
3828607UK5332N,2971,07,si,no
3828608UK5332N,3944,08,si,no
3828609UK5332N,2600,09,si,no
3828610UK5332N,2888,10,si,no
3828611UK5332N,2719,11,si,no
3828612UK5332N,2550,12,si,no
3828613UK5332N,3027,13,si,no
3828614UK5332N,2522,14,si,no
3828615UK5332N,2703,15,si,no
3828616UK5332N,3198,16,si,no
3828617UK5332N,3401,17,si,no
3828618UK5332N,2880,18,si,no
3828619UK5332N,3233,19,si,no
3828620UK5332N,2951,20,si,no
3828621UK5332N,2984,21,si,no
3828622UK5332N,3043,22,si,no
3828623UK5332N,3011,23,si,no
3828624UK5332N,3062,24,si,no
3828625UK5332N,3255,25,si,no
3828626UK5332N,3469,26,si,no
3830501UK5333S,2946,01,si,no
3830502UK5333S,3111,02,si,no
3830503UK5333S,2667,03,si,no
3830504UK5333S,2394,04,si,no
3830505UK5333S,2871,05,si,no
3830506UK5333S,2762,06,si,no
3830507UK5333S,2759,07,si,no
3834501UK5333S,3659,01,si,no
3834502UK5333S,2568,02,si,no
3834503UK5333S,2787,03,si,no
3834504UK5333S,5097,04,si,no
3834505UK5333S,3263,05,si,no
3834506UK5333S,3254,06,si,no
3853801UK5335S,3986,01,si,no
3853802UK5335S,3911,02,si,no
3853803UK5335S,3695,03,si,no
3853804UK5335S,3200,04,si,no
3853805UK5335S,4010,05,si,no
3853806UK5335S,2707,06,si,no
3853807UK5335S,2652,07,si,no
3853808UK5335S,2527,08,si,no
3853809UK5335S,2797,09,si,no
3853810UK5335S,3231,10,si,no
3853811UK5335S,4878,11,si,no
3853812UK5335S,152511,12,si,no
