refcat,m2,label,destacar,multipoligono
3853813UK5335S,1823,13,si,no
3853814UK5335S,1650,14,si,no
3853815UK5335S,4238,15,si,no
3853816UK5335S,4074,16,si,no
3853817UK5335S,3901,17,si,no
3853818UK5335S,4046,18,si,no
3853819UK5335S,3900,19,si,no
3853821UK5335S,3945,21,si,no
3853822UK5335S,3977,22,si,no
3853823UK5335S,2505,23,si,no
3853824UK5335S,2504,24,si,no
3857301UK5335N,3455,01,si,no
3857302UK5335N,3775,02,si,no
3857303UK5335N,3662,03,si,no
3857304UK5335N,3273,04,si,no
3857305UK5335N,3016,05,si,no
3857306UK5335N,3518,06,si,no
3857307UK5335N,3799,07,si,no
3857308UK5335N,2895,08,si,no
3857309UK5335N,3577,09,si,no
3857310UK5335N,3694,10,si,no
3857311UK5335N,3441,11,si,no
3857312UK5335N,3696,12,si,no
3857313UK5335N,4178,13,si,no
3857314UK5335N,3867,14,si,no
3857315UK5335N,2686,15,si,no
3857316UK5335N,2537,16,si,no
3857317UK5335N,2191,17,si,no
3857318UK5335N,3192,18,si,no
3857319UK5335N,2863,19,si,no
3857320UK5335N,3905,20,si,no
3857321UK5335N,4032,21,si,no
3857322UK5335N,3975,22,si,no
3857323UK5335N,3835,23,si,no
3857324UK5335N,3014,24,si,no
3857325UK5335N,4041,25,si,no
3857326UK5335N,4076,26,si,no
3859401UK5335N,3939,01,si,no
3859402UK5335N,3803,02,si,no
3859403UK5335N,4084,03,si,no
3859404UK5335N,4000,04,si,no
3859405UK5335N,4131,05,si,no
3859406UK5335N,4286,06,si,no
3859407UK5335N,4090,07,si,no
3921101UK5332S,2992,01,si,no
3921102UK5332S,5520,02,si,no
3921103UK5332S,2892,03,si,no
3921104UK5332S,3374,04,si,no
3921105UK5332S,3508,05,si,no
3921106UK5332S,3733,06,si,no
3921107UK5332S,3383,07,si,no
3921108UK5332S,3154,08,si,no
3921109UK5332S,3238,09,si,no
3921110UK5332S,3220,10,si,no
3921111UK5332S,3148,11,si,no
3921112UK5332S,2413,12,si,no
3921113UK5332S,2847,13,si,no
3932301UK5333S,2695,01,si,no
3932302UK5333S,2606,02,si,no
3932303UK5333S,2686,03,si,no
3932304UK5333S,3839,04,si,no
3932305UK5333S,3882,05,si,no
3932306UK5333S,4138,06,si,no
3932307UK5333S,4382,07,si,no
3932308UK5333S,5123,08,si,no
3932309UK5333S,4870,09,si,no
3932310UK5333S,2788,10,si,no
3932311UK5333S,3047,11,si,no
3932312UK5333S,3302,12,si,no
3932313UK5333S,3023,13,si,no
3932314UK5333S,2859,14,si,no
3932315UK5333S,2716,15,si,no
3937101UK5333N,2886,01,si,no
3937102UK5333N,3005,02,si,no
3937103UK5333N,3570,03,si,no
3937104UK5333N,3953,04,si,no
3937105UK5333N,3937,05,si,no
3937106UK5333N,3205,06,si,no
3937107UK5333N,16942,07,si,no
3937108UK5333N,2882,08,si,no
3937109UK5333N,3636,09,si,no
3937110UK5333N,2921,10,si,no
3937111UK5333N,8378,11,si,no
3937112UK5333N,3492,12,si,no
3937113UK5333N,3712,13,si,no
3937114UK5333N,3928,14,si,no
3937115UK5333N,3431,15,si,no
3937116UK5333N,3578,16,si,no
3937117UK5333N,2365,17,si,no
3944901UK5334S,3438,01,si,no
3944902UK5334S,3243,02,si,no
3944903UK5334S,3378,03,si,no
3947401UK5334N,3599,01,si,no
3947402UK5334N,3984,02,si,no
3947403UK5334N,4474,03,si,no
3947404UK5334N,4615,04,si,no
3947405UK5334N,4608,05,si,no
3947406UK5334N,3877,06,si,no
3949401UK5334N,1654,01,si,no
3949601UK5334N,1003,01,si,no
3949602UK5334N,873,02,si,no
3949603UK5334N,519,03,si,no
3957701UK5335N,4530,01,si,no
3957702UK5335N,2839,02,si,no
3957703UK5335N,2128,03,si,no
3957704UK5335N,2508,04,si,no
3957705UK5335N,3312,05,si,no
3957706UK5335N,3529,06,si,no
3957707UK5335N,3437,07,si,no
4022201UK5342S,2911,01,si,no
4023101UK5342S,2690,01,si,no
4024401UK5342S,2685,01,si,no
4024402UK5342S,2529,02,si,no
4024403UK5342S,2570,03,si,no
4026801UK5342N,3237,01,si,no
4026802UK5342N,3210,02,si,no
4026803UK5342N,3232,03,si,no
4026804UK5342N,2632,04,si,no
4026805UK5342N,2541,05,si,no
4026806UK5342N,2566,06,si,no
4034301UK5343S,3393,01,si,no
4037701UK5343N,3572,01,si,no
4037702UK5343N,4432,02,si,no
4037703UK5343N,2836,03,si,no
4037704UK5343N,3056,04,si,no
4037705UK5343N,4348,05,si,no
4037706UK5343N,3630,06,si,no
4037707UK5343N,3400,07,si,no
4037708UK5343N,3361,08,si,no
4037709UK5343N,4070,09,si,no
4037710UK5343N,3010,10,si,no
4037711UK5343N,4232,11,si,no
4037712UK5343N,3784,12,si,no
4044901UK5344S,3794,01,si,no
4046501UK5344N,4022,01,si,no
4046502UK5344N,3913,02,si,no
4046503UK5344N,3946,03,si,no
4046504UK5344N,3770,04,si,no
4046505UK5344N,3422,05,si,no
4046506UK5344N,4359,06,si,no
4046507UK5344N,3821,07,si,no
4046508UK5344N,3778,08,si,no
4046509UK5344N,3636,09,si,no
4046510UK5344N,3722,10,si,no
4046511UK5344N,4366,11,si,no
4046512UK5344N,4636,12,si,no
4049301UK5344N,864,01,si,no
4049302UK5344N,519,02,si,no
4049304UK5344N,520,04,si,no
4049305UK5344N,530,05,si,no
4050601UK5345S,992,01,si,no
4050602UK5345S,1610,02,si,no
4050603UK5345S,655,03,si,no
4050604UK5345S,1196,04,si,no
4050605UK5345S,1543,05,si,no
4056501UK5345N,3129,01,si,no
4056502UK5345N,2093,02,si,no
4056503UK5345N,2952,03,si,no
4056504UK5345N,2801,04,si,no
4056505UK5345N,2379,05,si,no
4056506UK5345N,4905,06,si,no
4056507UK5345N,4106,07,si,no
4056508UK5345N,3922,08,si,no
4056509UK5345N,3448,09,si,no
4056510UK5345N,3831,10,si,no
4056511UK5345N,3522,11,si,no
4056512UK5345N,3761,12,si,no
4056513UK5345N,3266,13,si,no
4056514UK5345N,2977,14,si,no
4056515UK5345N,2903,15,si,no
4056516UK5345N,2642,16,si,no
4056517UK5345N,2970,17,si,no
4121901UK5342S,41067,01,si,no
4121902UK5342S,4830,02,si,no
4121903UK5342S,3962,03,si,no
4121904UK5342S,1092,04,si,no
4121905UK5342S,3214,05,si,no
4121906UK5342S,3000,06,si,no
4127201UK5342N,3253,01,si,no
4127202UK5342N,2487,02,si,no
4127203UK5342N,2879,03,si,no
4127204UK5342N,2809,04,si,no
4127205UK5342N,3894,05,si,no
4127206UK5342N,2745,06,si,no
4127207UK5342N,2697,07,si,no
4127208UK5342N,2754,08,si,no
4127209UK5342N,2511,09,si,no
4127210UK5342N,2567,10,si,no
4127211UK5342N,2501,11,si,no
4127212UK5342N,2570,12,si,no
4127213UK5342N,2715,13,si,no
4127214UK5342N,2440,14,si,no
4127215UK5342N,2630,15,si,no
4127216UK5342N,2554,16,si,no
4127218UK5342N,3508,18,si,no
4127219UK5342N,2965,19,si,no
4127220UK5342N,2910,20,si,no
4127221UK5342N,2866,21,si,no
4127222UK5342N,3464,22,si,no
4130901UK5343S,2955,01,si,no
4130902UK5343S,3300,02,si,no
4130903UK5343S,6116,03,si,no
4138701UK5343N,2982,01,si,no
4138702UK5343N,3026,02,si,no
4138703UK5343N,3944,03,si,no
4138704UK5343N,5841,04,si,no
4138705UK5343N,2529,05,si,no
4138706UK5343N,2418,06,si,no
4138707UK5343N,2836,07,si,no
4138708UK5343N,3285,08,si,no
4138709UK5343N,3936,09,si,no
4138710UK5343N,4710,10,si,no
4138711UK5343N,3859,11,si,no
4138712UK5343N,3933,12,si,no
4138713UK5343N,7229,13,si,no
4138715UK5343N,2649,15,si,no
4138716UK5343N,3407,16,si,no
4138717UK5343N,3016,17,si,no
4149101UK5344N,1196,01,si,no
4149102UK5344N,537,02,si,no
4149103UK5344N,551,03,si,no
4149104UK5344N,546,04,si,no
4149105UK5344N,576,05,si,no
4149106UK5344N,740,06,si,no
4149107UK5344N,656,07,si,no
4149108UK5344N,3927,08,si,no
4149109UK5344N,3636,09,si,no
4149110UK5344N,3841,10,si,no
4149111UK5344N,3680,11,si,no
4149112UK5344N,3319,12,si,no
4149113UK5344N,4966,13,si,no
4152601UK5345S,3682,01,si,no
4152602UK5345S,3695,02,si,no
4152603UK5345S,3913,03,si,no
4152604UK5345S,4287,04,si,no
4152605UK5345S,3767,05,si,no
4152606UK5345S,3917,06,si,no
4152607UK5345S,4009,07,si,no
4152608UK5345S,4171,08,si,no
4152609UK5345S,4091,09,si,no
4152610UK5345S,5045,10,si,no
4152611UK5345S,4276,11,si,no
4152612UK5345S,4472,12,si,no
4152613UK5345S,4667,13,si,no
4152614UK5345S,4032,14,si,no
4152615UK5345S,1511,15,si,no
4152616UK5345S,1964,16,si,no
4152617UK5345S,984,17,si,no
4152618UK5345S,3555,18,si,no
4152619UK5345S,3019,19,si,no
4152620UK5345S,2266,20,si,no
4152621UK5345S,1563,21,si,no
4152622UK5345S,2179,22,si,no
4152623UK5345S,1845,23,si,no
4152624UK5345S,3912,24,si,no
4152625UK5345S,3013,25,si,no
4152627UK5345S,2866,27,si,no
4152628UK5345S,3897,28,si,no
4152629UK5345S,3877,29,si,no
4152630UK5345S,4034,30,si,no
4152631UK5345S,4772,31,si,no
4152632UK5345S,2907,32,si,no
4152633UK5345S,3010,33,si,no
4152634UK5345S,2812,34,si,no
4152635UK5345S,3003,35,si,no
4152636UK5345S,3037,36,si,no
4218801UK5341N,1192,01,si,no
4218802UK5341N,1283,02,si,no
4218803UK5341N,1281,03,si,no
4218804UK5341N,1252,04,si,no
4218805UK5341N,1215,05,si,no
4218806UK5341N,1189,06,si,no
4218807UK5341N,1195,07,si,no
4218808UK5341N,1207,08,si,no
4218809UK5341N,1201,09,si,no
4218810UK5341N,1212,10,si,no
4218811UK5341N,1247,11,si,no
4218812UK5341N,1087,12,si,no
4218813UK5341N,1081,13,si,no
4218814UK5341N,150026,14,si,no
4218816UK5341N,2792,16,si,no
4218817UK5341N,2733,17,si,no
4218818UK5341N,1191,18,si,no
4218819UK5341N,1789,19,si,no
4218820UK5341N,10096,20,si,no
4220601UK5342S,1535,01,si,no
4220602UK5342S,1152,02,si,no
4220603UK5342S,2347,03,si,no
4220604UK5342S,4100,04,si,no
4220605UK5342S,2643,05,si,no
4220606UK5342S,1772,06,si,no
4220607UK5342S,1851,07,si,no
4220608UK5342S,1494,08,si,no
4220609UK5342S,1198,09,si,no
4224901UK5342S,2925,01,si,no
4224902UK5342S,2925,02,si,no
4224903UK5342S,2870,03,si,no
4224904UK5342S,2966,04,si,no
4224905UK5342S,2968,05,si,no
4224906UK5342S,3011,06,si,no
4224907UK5342S,2513,07,si,no
4224908UK5342S,2494,08,si,no
4224909UK5342S,2537,09,si,no
4224910UK5342S,2499,10,si,no
4224911UK5342S,2504,11,si,no
4224912UK5342S,2491,12,si,no
4224913UK5342S,2491,13,si,no
4224914UK5342S,2545,14,si,no
4224915UK5342S,2441,15,si,no
4224916UK5342S,2528,16,si,no
4224917UK5342S,2935,17,si,no
4224918UK5342S,2959,18,si,no
4224919UK5342S,2984,19,si,no
4224920UK5342S,2956,20,si,no
4224921UK5342S,5827,21,si,no
4224922UK5342S,1125,22,si,no
4224924UK5342S,1652,24,si,no
4228801UK5342N,2886,01,si,no
4228802UK5342N,3217,02,si,no
4228803UK5342N,3073,03,si,no
4228804UK5342N,2903,04,si,no
4228805UK5342N,2846,05,si,no
4228806UK5342N,2842,06,si,no
4228807UK5342N,2732,07,si,no
4228808UK5342N,2813,08,si,no
4228809UK5342N,2484,09,si,no
4228810UK5342N,2584,10,si,no
4228811UK5342N,2315,11,si,no
4228812UK5342N,2143,12,si,no
4228813UK5342N,2249,13,si,no
4228814UK5342N,2256,14,si,no
4228815UK5342N,2412,15,si,no
4228816UK5342N,2620,16,si,no
4228817UK5342N,2619,17,si,no
4228818UK5342N,2921,18,si,no
4228819UK5342N,2665,19,si,no
4228820UK5342N,2776,20,si,no
4228821UK5342N,3183,21,si,no
4228822UK5342N,2981,22,si,no
4228823UK5342N,3268,23,si,no
4228824UK5342N,3203,24,si,no
4228825UK5342N,762,25,si,no
4243101UK5344S,3201,01,si,no
4243103UK5344S,5436,03,si,no
4243106UK5344S,4086,06,si,no
4243107UK5344S,4434,07,si,no
4243108UK5344S,4314,08,si,no
4243109UK5344S,4075,09,si,no
4243110UK5344S,19807,10,si,no
4243111UK5344S,10282,11,si,no
4243112UK5344S,3346,12,si,no
4243113UK5344S,3431,13,si,no
4243114UK5344S,3514,14,si,no
4243115UK5344S,3132,15,si,no
4243116UK5344S,3039,16,si,no
4243117UK5344S,3151,17,si,no
4243118UK5344S,3364,18,si,no
4243119UK5344S,3114,19,si,no
4243120UK5344S,2949,20,si,no
4243121UK5344S,4054,21,si,no
4243122UK5344S,2516,22,si,no
4243123UK5344S,2512,23,si,no
4243124UK5344S,3371,24,si,no
4243125UK5344S,3371,25,si,no
4243126UK5344S,3372,26,si,no
4248601UK5344N,3768,01,si,no
4248602UK5344N,3174,02,si,no
4248603UK5344N,3201,03,si,no
4248604UK5344N,2960,04,si,no
4248605UK5344N,3015,05,si,no
4248606UK5344N,2615,06,si,no
4248607UK5344N,2616,07,si,no
4248608UK5344N,2616,08,si,no
4248609UK5344N,2612,09,si,no
4248610UK5344N,2576,10,si,no
4248611UK5344N,4005,11,si,no
4248612UK5344N,2834,12,si,no
4248613UK5344N,2671,13,si,no
4248614UK5344N,2649,14,si,no
4248615UK5344N,2695,15,si,no
4248616UK5344N,2649,16,si,no
4248617UK5344N,2680,17,si,no
4248618UK5344N,4172,18,si,no
4248619UK5344N,3968,19,si,no
4248620UK5344N,3981,20,si,no
4248621UK5344N,4225,21,si,no
4248622UK5344N,4410,22,si,no
4248623UK5344N,3061,23,si,no
4322501UK5342S,1553,01,si,no
4322502UK5342S,1577,02,si,no
4322503UK5342S,1052,03,si,no
4322504UK5342S,1030,04,si,no
4322505UK5342S,1103,05,si,no
4322506UK5342S,2086,06,si,no
4322508UK5342S,1611,08,si,no
4322509UK5342S,1515,09,si,no
4322510UK5342S,3056,10,si,no
4322511UK5342S,1481,11,si,no
4322512UK5342S,1440,12,si,no
4322513UK5342S,1544,13,si,no
4322514UK5342S,1467,14,si,no
4322515UK5342S,1187,15,si,no
4322516UK5342S,1166,16,si,no
4322517UK5342S,1026,17,si,no
4322518UK5342S,1033,18,si,no
4323901UK5342S,1611,01,si,no
4323902UK5342S,1616,02,si,no
4323903UK5342S,1559,03,si,no
4323904UK5342S,1540,04,si,no
4323905UK5342S,1552,05,si,no
4323906UK5342S,1484,06,si,no
4323907UK5342S,1615,07,si,no
4323908UK5342S,1495,08,si,no
4323909UK5342S,1600,09,si,no
4323910UK5342S,1560,10,si,no
4323911UK5342S,1609,11,si,no
4323912UK5342S,1471,12,si,no
4323913UK5342S,1436,13,si,no
4323914UK5342S,1585,14,si,no
4323915UK5342S,1554,15,si,no
4323916UK5342S,1541,16,si,no
4323917UK5342S,1519,17,si,no
4331401UK5343S,2690,01,si,no
4331402UK5343S,2609,02,si,no
4331403UK5343S,2909,03,si,no
4331404UK5343S,3076,04,si,no
4331405UK5343S,3462,05,si,no
4331406UK5343S,3776,06,si,no
4331407UK5343S,4120,07,si,no
4331408UK5343S,3049,08,si,no
4331409UK5343S,3185,09,si,no
4331410UK5343S,3179,10,si,no
4331411UK5343S,3170,11,si,no
4331412UK5343S,6356,12,si,no
4331413UK5343S,3246,13,si,no
4331414UK5343S,3208,14,si,no
4331415UK5343S,3233,15,si,no
4331416UK5343S,3244,16,si,no
4331417UK5343S,3125,17,si,no
4331418UK5343S,3686,18,si,no
4331419UK5343S,3329,19,si,no
4331420UK5343S,3312,20,si,no
4331421UK5343S,2932,21,si,no
4331422UK5343S,2938,22,si,no
4331423UK5343S,3234,23,si,no
4331424UK5343S,2878,24,si,no
4331425UK5343S,2739,25,si,no
4331427UK5343S,2862,27,si,no
4331428UK5343S,2853,28,si,no
4331429UK5343S,3096,29,si,no
4331430UK5343S,3168,30,si,no
4331431UK5343S,3161,31,si,no
4331432UK5343S,3207,32,si,no
4331433UK5343S,3266,33,si,no
4331434UK5343S,3328,34,si,no
4331435UK5343S,3277,35,si,no
4331436UK5343S,3165,36,si,no
4331437UK5343S,2846,37,si,no
4331438UK5343S,3127,38,si,no
4334901UK5343S,4372,01,si,no
4334902UK5343S,3466,02,si,no
4334903UK5343S,3560,03,si,no
4334904UK5343S,6121,04,si,no
4334905UK5343S,5397,05,si,no
4334906UK5343S,4580,06,si,no
4334907UK5343S,3545,07,si,no
4334908UK5343S,2788,08,si,no
4334909UK5343S,2805,09,si,no
4334910UK5343S,2988,10,si,no
4334911UK5343S,3204,11,si,no
4334912UK5343S,2950,12,si,no
4334913UK5343S,3156,13,si,no
4334914UK5343S,3002,14,si,no
4334915UK5343S,2905,15,si,no
4334916UK5343S,3016,16,si,no
4334917UK5343S,2907,17,si,no
4334918UK5343S,3783,18,si,no
4334919UK5343S,2866,19,si,no
4334920UK5343S,5778,20,si,no
4334921UK5343S,3575,21,si,no
4334922UK5343S,5179,22,si,no
4334923UK5343S,2951,23,si,no
4334924UK5343S,2444,24,si,no
4334925UK5343S,3336,25,si,no
4334926UK5343S,3718,26,si,no
4334927UK5343S,3793,27,si,no
4334928UK5343S,3682,28,si,no
4334929UK5343S,5376,29,si,no
4334930UK5343S,3748,30,si,no
4334931UK5343S,63134,31,si,no
4334932UK5343S,3350,32,si,no
4357101UK5345N,3479,01,si,no
4357102UK5345N,3763,02,si,no
4357103UK5345N,3748,03,si,no
4357104UK5345N,4295,04,si,no
4357105UK5345N,2969,05,si,no
4357106UK5345N,13642,06,si,no
4357107UK5345N,4917,07,si,no
4357108UK5345N,4418,08,si,no
4357109UK5345N,4134,09,si,no
4357110UK5345N,4085,10,si,no
4357111UK5345N,4062,11,si,no
4357112UK5345N,4115,12,si,no
4357113UK5345N,3741,13,si,no
4357114UK5345N,3769,14,si,no
4357115UK5345N,5096,15,si,no
4421164UK5342S,23904,64,si,no
4428901UK5342N,2973,01,si,no
4428902UK5342N,3157,02,si,no
4428903UK5342N,3229,03,si,no
4428904UK5342N,3326,04,si,no
4428905UK5342N,3372,05,si,no
4428906UK5342N,3181,06,si,no
4428907UK5342N,4294,07,si,no
4428908UK5342N,3596,08,si,no
4428909UK5342N,3952,09,si,no
4428910UK5342N,4366,10,si,no
4428911UK5342N,3270,11,si,no
4428912UK5342N,3610,12,si,no
4428913UK5342N,3205,13,si,no
4428914UK5342N,2834,14,si,no
4428915UK5342N,3587,15,si,no
4428916UK5342N,3562,16,si,no
4428917UK5342N,3825,17,si,no
4428918UK5342N,4476,18,si,no
4428919UK5342N,3622,19,si,no
4428920UK5342N,3372,20,si,no
4428921UK5342N,3456,21,si,no
4428922UK5342N,3401,22,si,no
4428923UK5342N,3325,23,si,no
4447201UK5344N,2747,01,si,no
4447202UK5344N,2563,02,si,no
4447203UK5344N,2708,03,si,no
4447204UK5344N,3109,04,si,no
4447205UK5344N,2698,05,si,no
4447206UK5344N,2608,06,si,no
4447207UK5344N,2606,07,si,no
4447208UK5344N,2596,08,si,no
4447209UK5344N,2101,09,si,no
4447210UK5344N,3787,10,si,no
4447211UK5344N,4041,11,si,no
4447212UK5344N,3986,12,si,no
4447213UK5344N,2940,13,si,no
4447214UK5344N,2920,14,si,no
4447215UK5344N,2916,15,si,no
4447216UK5344N,4030,16,si,no
4447217UK5344N,3986,17,si,no
4447218UK5344N,3997,18,si,no
4447219UK5344N,3970,19,si,no
4447220UK5344N,3398,20,si,no
4452401UK5345S,4117,01,si,no
4452402UK5345S,4286,02,si,no
4452403UK5345S,3741,03,si,no
4452404UK5345S,3828,04,si,no
4452405UK5345S,3800,05,si,no
4452406UK5345S,4282,06,si,no
4452407UK5345S,3965,07,si,no
4452408UK5345S,3398,08,si,no
4452409UK5345S,4192,09,si,no
4452410UK5345S,4882,10,si,no
4452411UK5345S,4484,11,si,no
4452412UK5345S,3912,12,si,no
4452413UK5345S,3902,13,si,no
4452414UK5345S,3121,14,si,no
4452415UK5345S,6646,15,si,no
4452416UK5345S,4228,16,si,no
4452417UK5345S,4256,17,si,no
4452418UK5345S,4459,18,si,no
4452419UK5345S,5040,19,si,no
4452420UK5345S,5104,20,si,no
4452421UK5345S,4054,21,si,no
4452422UK5345S,4235,22,si,no
4452423UK5345S,4187,23,si,no
4452424UK5345S,4037,24,si,no
4452425UK5345S,3719,25,si,no
4452426UK5345S,3589,26,si,no
4519501UK5341N,1293,01,si,no
4519801UK5341N,1049,01,si,no
4519802UK5341N,13613,02,si,no
4519803UK5341N,1049,03,si,no
4519804UK5341N,1049,04,si,no
4519805UK5341N,1049,05,si,no
4519806UK5341N,1049,06,si,no
4519807UK5341N,1049,07,si,no
4519808UK5341N,1049,08,si,no
4519809UK5341N,1049,09,si,no
4520501UK5342S,1670,01,si,no
4520502UK5342S,1057,02,si,no
4520503UK5342S,980,03,si,no
4520504UK5342S,912,04,si,no
4520505UK5342S,1007,05,si,no
4520506UK5342S,969,06,si,no
4520507UK5342S,956,07,si,no
4520508UK5342S,955,08,si,no
4520509UK5342S,1064,09,si,no
4520510UK5342S,1016,10,si,no
4520511UK5342S,1043,11,si,no
4520512UK5342S,930,12,si,no
4520513UK5342S,987,13,si,no
4520514UK5342S,1274,14,si,no
4520515UK5342S,981,15,si,no
4520516UK5342S,1010,16,si,no
4520517UK5342S,1125,17,si,no
4520518UK5342S,1180,18,si,no
4520519UK5342S,993,19,si,no
4520520UK5342S,1104,20,si,no
4520521UK5342S,1156,21,si,no
4520522UK5342S,1133,22,si,no
4520523UK5342S,1122,23,si,no
4520524UK5342S,1145,24,si,no
4520525UK5342S,1204,25,si,no
4520526UK5342S,1249,26,si,no
4520527UK5342S,1259,27,si,no
4520528UK5342S,1333,28,si,no
4520529UK5342S,1323,29,si,no
4556401UK5345N,4324,01,si,no
4556402UK5345N,3990,02,si,no
4556403UK5345N,3945,03,si,no
4556404UK5345N,4171,04,si,no
4556405UK5345N,3570,05,si,no
4556406UK5345N,3471,06,si,no
4556407UK5345N,3787,07,si,no
4556408UK5345N,3831,08,si,no
4556409UK5345N,3690,09,si,no
4556410UK5345N,3825,10,si,no
4556411UK5345N,3614,11,si,no
4556412UK5345N,3267,12,si,no
4556413UK5345N,3524,13,si,no
4556414UK5345N,3019,14,si,no
4556415UK5345N,3683,15,si,no
4556416UK5345N,2998,16,si,no
4556417UK5345N,3100,17,si,no
4556418UK5345N,4309,18,si,no
4558401UK5345N,4525,01,si,no
4558402UK5345N,2507,02,si,no
4558403UK5345N,4450,03,si,no
4558404UK5345N,4348,04,si,no
4558405UK5345N,4411,05,si,no
4558406UK5345N,4117,06,si,no
4558407UK5345N,3538,07,si,no
4558408UK5345N,2957,08,si,no
4558409UK5345N,3103,09,si,no
4558410UK5345N,3662,10,si,no
4558411UK5345N,4755,11,si,no
4558412UK5345N,3865,12,si,no
4558413UK5345N,3954,13,si,no
4558414UK5345N,4012,14,si,no
4558415UK5345N,3358,15,si,no
4558416UK5345N,4147,16,si,no
4558417UK5345N,4157,17,si,no
4558418UK5345N,4620,18,si,no
4558419UK5345N,4006,19,si,no
4558421UK5345N,4503,21,si,no
4558422UK5345N,4372,22,si,no
4558423UK5345N,4266,23,si,no
4558424UK5345N,4044,24,si,no
4558425UK5345N,3816,25,si,no
4558426UK5345N,4655,26,si,no
4558427UK5345N,2508,27,si,no
4617801UK5341N,1297,01,si,no
4617802UK5341N,1120,02,si,no
4617803UK5341N,1141,03,si,no
4617804UK5341N,1193,04,si,no
4617805UK5341N,1142,05,si,no
4617806UK5341N,1205,06,si,no
4617807UK5341N,1235,07,si,no
4617808UK5341N,1129,08,si,no
4617809UK5341N,7978,09,si,no
4617810UK5341N,16276,10,si,no
4617811UK5341N,1351,11,si,no
4617812UK5341N,1257,12,si,no
4617813UK5341N,1180,13,si,no
4617814UK5341N,1096,14,si,no
4617815UK5341N,1266,15,si,no
4617816UK5341N,1100,16,si,no
4617817UK5341N,1101,17,si,no
4617818UK5341N,1138,18,si,no
4617819UK5341N,1183,19,si,no
4617820UK5341N,1278,20,si,no
4617821UK5341N,635,21,si,no
4617823UK5341N,8115,23,si,no
4624721UK5342S,848,21,si,no
4624722UK5342S,5070,22,si,no
4624785UK5342S,2547,85,si,no
4624786UK5342S,874,86,si,no
4624787UK5342S,3479,87,si,no
4624789UK5342S,3300,89,si,no
4624790UK5342S,2998,90,si,no
4624791UK5342S,2998,91,si,no
4624792UK5342S,2370,92,si,no
4626701UK5342N,2880,01,si,no
4626702UK5342N,2412,02,si,no
4626703UK5342N,2410,03,si,no
4626704UK5342N,2540,04,si,no
4626705UK5342N,2588,05,si,no
4626706UK5342N,2266,06,si,no
4626707UK5342N,2500,07,si,no
4626708UK5342N,2372,08,si,no
4626709UK5342N,2434,09,si,no
4626710UK5342N,2475,10,si,no
4626711UK5342N,2452,11,si,no
4626712UK5342N,2499,12,si,no
4626713UK5342N,3574,13,si,no
4626714UK5342N,3461,14,si,no
4626715UK5342N,3539,15,si,no
4626716UK5342N,2900,16,si,no
4626717UK5342N,2791,17,si,no
4626718UK5342N,2420,18,si,no
4626719UK5342N,2660,19,si,no
4626720UK5342N,2626,20,si,no
4626721UK5342N,2714,21,si,no
4626722UK5342N,8394,22,si,no
4626723UK5342N,2825,23,si,no
4626724UK5342N,2559,24,si,no
4626725UK5342N,2508,25,si,no
4626726UK5342N,2510,26,si,no
4629201UK5342N,3335,01,si,no
4629202UK5342N,3398,02,si,no
4629203UK5342N,3829,03,si,no
4629204UK5342N,3388,04,si,no
4629205UK5342N,3270,05,si,no
4629206UK5342N,2685,06,si,no
4629207UK5342N,3007,07,si,no
4629208UK5342N,3228,08,si,no
4629209UK5342N,3259,09,si,no
4629210UK5342N,3378,10,si,no
4652401UK5345S,3779,01,si,no
4652402UK5345S,3689,02,si,no
4652403UK5345S,3700,03,si,no
4652404UK5345S,4231,04,si,no
4652405UK5345S,4008,05,si,no
4652406UK5345S,4100,06,si,no
4652407UK5345S,4135,07,si,no
4652408UK5345S,3946,08,si,no
4652409UK5345S,11577,09,si,no
4718701UK5341N,3005,01,si,no
4718702UK5341N,3971,02,si,no
4718703UK5341N,2545,03,si,no
4718704UK5341N,2779,04,si,no
4718705UK5341N,3234,05,si,no
4718707UK5341N,2991,07,si,no
4719701UK5341N,1319,01,si,no
4719702UK5341N,1463,02,si,no
4719703UK5341N,1364,03,si,no
4719704UK5341N,1470,04,si,no
4719705UK5341N,1603,05,si,no
4719706UK5341N,1241,06,si,no
4719707UK5341N,1439,07,si,no
4719708UK5341N,1443,08,si,no
4719709UK5341N,1430,09,si,no
4719710UK5341N,1381,10,si,no
4719711UK5341N,1498,11,si,no
4719712UK5341N,1425,12,si,no
4719713UK5341N,1645,13,si,no
4719714UK5341N,1574,14,si,no
4719715UK5341N,1048,15,si,no
4719716UK5341N,1237,16,si,no
4719717UK5341N,1445,17,si,no
4719718UK5341N,1458,18,si,no
4719719UK5341N,1290,19,si,no
4719720UK5341N,1302,20,si,no
4719721UK5341N,1174,21,si,no
4719722UK5341N,1274,22,si,no
4719723UK5341N,1155,23,si,no
4719724UK5341N,1240,24,si,no
4719725UK5341N,1206,25,si,no
4719726UK5341N,1442,26,si,no
4719727UK5341N,1312,27,si,no
4719728UK5341N,1251,28,si,no
4719729UK5341N,1120,29,si,no
4719730UK5341N,1479,30,si,no
4719731UK5341N,1186,31,si,no
4719732UK5341N,1246,32,si,no
4719733UK5341N,1454,33,si,no
4719734UK5341N,1419,34,si,no
4719735UK5341N,1466,35,si,no
4719736UK5341N,1372,36,si,no
4719737UK5341N,1433,37,si,no
