refcat,refcat_parcela,municipio,sigla_via,via,planta,puerta,escalera,clase_bien,uso,clave_uso,valor_catastral_eur,valor_suelo_eur,valor_construccion_eur,base_liquidable_eur,tipo_impositivo,cuota_ibi_eur,exento,bonificado,tasa_basura_eur,tasa_basura_registros,tiene_padron_tasas
2469929UK5326N0001PR,2469929UK5326N,SAN ROMAN DE LOS MONTES,CL,CAMINO 0013,OD,OS,T,UR,Residencial,V,43299.55,6849.60,36449.95,43299.55,0.42,181.86,N,,50.00,1,1
2473116UK5327S0001IY,2473116UK5327S,SAN ROMAN DE LOS MONTES,CL,ERA EMPEDRADA 0004,OD,OS,T,UR,Residencial,V,50687.01,5950.37,44736.64,50687.01,0.42,212.89,N,,50.00,1,1
2473121UK5327S0001EY,2473121UK5327S,SAN ROMAN DE LOS MONTES,CL,ERA EMPEDRADA 0014,OD,OS,T,UR,Residencial,V,51080.43,6343.78,44736.65,51080.43,0.42,214.54,N,,50.00,1,1
5123946UK5352S0001WW,5123946UK5352S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SH 0035,OD,OS,T,UR,Residencial,V,64351.03,16425.03,47926.00,64351.03,0.42,270.27,N,,50.00,1,1
4248611UK5344N0001FQ,4248611UK5344N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0433,OD,OS,T,UR,Residencial,V,51255.56,14068.06,37187.50,51255.56,0.42,215.27,N,,50.00,1,1
3247403UK5334N0001SB,3247403UK5334N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 6R 0059,OD,OS,T,UR,Residencial,V,76196.05,15785.76,60410.29,76196.05,0.42,320.02,N,,50.00,1,1
2470306UK5327S0001UY,2470306UK5327S,SAN ROMAN DE LOS MONTES,PZ,CONSTITUCION 0005,OD,OS,T,UR,Residencial,V,11866.83,7727.77,4139.06,11866.83,0.42,49.84,N,,,0,0
4719446UK5341N0001IL,4719446UK5341N,SAN ROMAN DE LOS MONTES,CL,MAR CRISTAL 0072,OD,OS,T,UR,Residencial,V,17467.38,4215.14,13252.24,17467.38,0.42,73.36,N,,,0,0
5123905UK5352S0001JW,5123905UK5352S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SJ 0073,OD,OS,T,UR,Residencial,V,56974.70,17773.89,39200.81,56974.70,0.42,239.29,N,,50.00,1,1
3632414UK5333S0001GA,3632414UK5333S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S5 0193,OD,OS,T,UR,Residencial,V,122509.48,13484.26,109025.22,122509.48,0.42,514.54,N,,50.00,1,1
2469903UK5326N0001FR,2469903UK5326N,SAN ROMAN DE LOS MONTES,AV,SERRANILLOS 0010,OD,OS,T,UR,Residencial,V,46118.37,11037.44,35080.93,46118.37,0.42,193.70,N,,50.00,1,1
2368626UK5326N0001BR,2368626UK5326N,SAN ROMAN DE LOS MONTES,CL,LOS ROSALES 0010,OD,OS,T,UR,Residencial,V,37257.31,4679.58,32577.73,37257.31,0.42,156.48,N,,50.00,1,1
2368631UK5326N0001GR,2368631UK5326N,SAN ROMAN DE LOS MONTES,CL,LOS ROSALES 0020,OD,OS,T,UR,Residencial,V,36768.22,4937.17,31831.05,36768.22,0.42,154.43,N,,,0,0
2372642UK5327S0001MY,2372642UK5327S,SAN ROMAN DE LOS MONTES,CL,SAN LUIS GONZAGA 0021,OD,OS,T,UR,Residencial,V,15620.02,2966.19,12653.83,15620.02,0.42,65.60,N,,50.00,1,1
3106609UK5330N0001YZ,3106609UK5330N,SAN ROMAN DE LOS MONTES,UR,REGADIOS DE SAN ROMAN 0006,OD,OS,T,UR,Residencial,V,126598.40,59822.37,66776.03,126598.40,0.42,531.71,N,,50.00,1,1
4049305UK5344N0001LQ,4049305UK5344N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0027,OD,OS,T,UR,Residencial,V,36191.20,2877.52,33313.68,36191.20,0.42,152.00,N,,50.00,1,1
4331438UK5343S0001WG,4331438UK5343S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S4 0064,OD,OS,T,UR,Residencial,V,58531.68,15490.69,43040.99,58531.68,0.42,245.83,N,,50.00,1,1
2473120UK5327S0001JY,2473120UK5327S,SAN ROMAN DE LOS MONTES,CL,ERA EMPEDRADA 0012,OD,OS,T,UR,Residencial,V,51080.43,6343.78,44736.65,51080.43,0.42,214.54,N,,50.00,1,1
4718705UK5341N0001UL,4718705UK5341N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S4 0002,OD,OS,T,UR,Residencial,V,106308.09,15761.17,90546.92,106308.09,0.42,446.49,N,,,0,0
4556410UK5345N0001ZK,4556410UK5345N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0418,OD,OS,T,UR,Residencial,V,37878.05,13435.79,24442.26,37878.05,0.42,159.09,N,,50.00,1,1
4322518UK5342S0001AZ,4322518UK5342S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SA 0009,OD,OS,T,UR,Residencial,V,56817.46,14514.17,42303.29,56817.46,0.42,238.63,N,,,0,0
4138713UK5343N0001OU,4138713UK5343N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S5 0271,OD,OS,T,UR,Residencial,V,115505.43,26547.60,88957.83,115505.43,0.42,485.12,N,,50.00,1,1
5218304UK5351N0001SM,5218304UK5351N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SH 0012,OD,OS,T,UR,Residencial,V,67511.11,18883.88,48627.23,67511.11,0.42,283.55,N,,50.00,1,1
3947404UK5334N0001AB,3947404UK5334N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 7R 0240,OD,OS,T,UR,Residencial,V,68698.69,16210.78,52487.91,68698.69,0.42,288.53,N,,50.00,1,1
4138707UK5343N0001TU,4138707UK5343N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S5 0277,OD,OS,T,UR,Residencial,V,81620.50,14408.79,67211.71,81620.50,0.42,342.81,N,,50.00,1,1
4652408UK5345S0001WE,4652408UK5345S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0465,OD,OS,T,UR,Residencial,V,101231.99,14324.49,86907.50,101231.99,0.42,425.17,N,,50.00,1,1
3828615UK5332N0001AO,3828615UK5332N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S3 0117,OD,OS,T,UR,Residencial,V,53632.33,13292.47,40339.86,53632.33,0.42,225.26,N,,50.00,1,1
4719723UK5341N0001TL,4719723UK5341N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SE 0003,OD,OS,T,UR,Residencial,V,57917.98,16228.34,41689.64,57917.98,0.42,243.26,N,,50.00,1,1
3834503UK5333S0001PA,3834503UK5333S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S5 0309,OD,OS,T,UR,Residencial,V,56146.99,13705.55,42441.44,56146.99,0.42,235.82,N,,50.00,1,1
3834504UK5333S0001LA,3834504UK5333S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S5 0308,OD,OS,T,UR,Residencial,V,74083.29,26093.20,47990.09,74083.29,0.42,311.15,N,,50.00,1,1
4322511UK5342S0001JZ,4322511UK5342S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SA 0015,OD,OS,T,UR,Residencial,V,89262.27,20148.42,69113.85,89262.27,0.42,374.90,N,,50.00,1,1
2670133UK5327S0001UY,2670133UK5327S,SAN ROMAN DE LOS MONTES,CL,ABAJO 0011,OD,OS,T,UR,Residencial,V,39204.39,11556.54,27647.85,39204.39,0.42,164.66,N,,,0,0
4629202UK5342N0001ID,4629202UK5342N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S4 0048,OD,OS,T,UR,Residencial,V,73077.39,16710.26,56367.13,73077.39,0.42,306.93,N,,50.00,1,1
3156910UK5335N0001FF,3156910UK5335N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 6R 0123,OD,OS,T,UR,Residencial,V,37730.30,14050.52,23679.78,37730.30,0.42,158.47,N,,50.00,1,1
5126908UK5352N0001DJ,5126908UK5352N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SI 0036,OD,OS,T,UR,Residencial,V,61735.13,16129.99,45605.14,61735.13,0.42,259.29,N,,,0,0
4323901UK5342S0001ZZ,4323901UK5342S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SA 0024,OD,OS,T,UR,Residencial,V,61484.26,22598.85,38885.41,61484.26,0.42,258.23,N,,50.00,1,1
4722415UK5342S0001JZ,4722415UK5342S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SC 0048,OD,OS,T,UR,Residencial,V,46382.04,20710.45,25671.59,46382.04,0.42,194.80,N,,50.00,1,1
3618911UK5331N0001FG,3618911UK5331N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S1 0129,OD,OS,T,UR,Residencial,V,103343.81,14462.88,88880.93,103343.81,0.42,434.04,N,,,0,0
2370423UK5327S0001EY,2370423UK5327S,SAN ROMAN DE LOS MONTES,CL,CORREOS 0001,OD,OS,T,UR,Residencial,V,5322.50,3887.28,1435.22,5322.50,0.42,22.35,N,,,0,0
5020410UK5352S0001IW,5020410UK5352S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SE 0037,OD,OS,T,UR,Residencial,V,85990.35,31962.11,54028.24,85990.35,0.42,361.16,N,,50.00,1,1
2368688UK5326N0001WR,2368688UK5326N,SAN ROMAN DE LOS MONTES,CL,HERREN DE HOYEROS 0002,OD,OS,T,UR,Residencial,V,44586.83,6414.03,38172.80,44586.83,0.42,187.26,N,,50.00,1,1
23686A0UK5326N0001KR,23686A0UK5326N,SAN ROMAN DE LOS MONTES,CL,HERREN DE HOYEROS 0026,OD,OS,T,UR,Residencial,V,43090.44,4917.66,38172.78,43090.44,0.42,180.98,N,,50.00,1,1
23686A1UK5326N0001RR,23686A1UK5326N,SAN ROMAN DE LOS MONTES,CL,HERREN DE HOYEROS 0028,OD,OS,T,UR,Residencial,V,43310.66,4952.78,38357.88,43310.66,0.42,181.90,N,,50.00,1,1
2566201UK5326N0004JU,2566201UK5326N,SAN ROMAN DE LOS MONTES,CR,SERRANILLOS 0042,00,D,1,UR,Residencial,V,65093.18,7755.69,57337.49,65093.18,0.42,273.39,N,,50.00,1,1
2566201UK5326N0005KI,2566201UK5326N,SAN ROMAN DE LOS MONTES,CR,SERRANILLOS 0042,00,E,1,UR,Residencial,V,65140.80,7803.33,57337.47,65140.80,0.42,273.59,N,,50.00,1,1
2566201UK5326N0006LO,2566201UK5326N,SAN ROMAN DE LOS MONTES,CR,SERRANILLOS 0042,00,F,1,UR,Residencial,V,63578.56,7593.70,55984.86,63578.56,0.42,267.03,B,50%,50.00,1,1
2566201UK5326N0007BP,2566201UK5326N,SAN ROMAN DE LOS MONTES,CR,SERRANILLOS 0042,00,G,1,UR,Residencial,V,63530.92,7546.06,55984.86,63530.92,0.42,266.83,N,,50.00,1,1
2566201UK5326N0008ZA,2566201UK5326N,SAN ROMAN DE LOS MONTES,CR,SERRANILLOS 0042,00,H,1,UR,Residencial,V,64931.18,7593.70,57337.48,64931.18,0.42,272.71,N,,50.00,1,1
3857303UK5335N0001KF,3857303UK5335N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 7R 0265,OD,OS,T,UR,Residencial,V,56518.41,12785.96,43732.45,56518.41,0.42,237.38,N,,50.00,1,1
2368647UK5326N0001JR,2368647UK5326N,SAN ROMAN DE LOS MONTES,CL,VIOLETAS 0010,OD,OS,T,UR,Residencial,V,44218.29,5903.15,38315.14,44218.29,0.42,185.72,N,,50.00,1,1
2368650UK5326N0001JR,2368650UK5326N,SAN ROMAN DE LOS MONTES,CL,VIOLETAS 0004,OD,OS,T,UR,Residencial,V,43295.27,4980.10,38315.17,43295.27,0.42,181.84,N,,,0,0
2372645UK5327S0001RY,2372645UK5327S,SAN ROMAN DE LOS MONTES,CL,SAN LUIS GONZAGA 0002,OD,OS,T,UR,Residencial,V,135625.63,20139.07,115486.56,135625.63,0.42,569.63,N,,50.00,1,1
2469908UK5326N0001DR,2469908UK5326N,SAN ROMAN DE LOS MONTES,CL,LOS CEREALES 0003,OD,OS,T,UR,Residencial,V,45977.77,5854.37,40123.40,45977.77,0.42,193.11,N,,50.00,1,1
2269703UK5326N0001XR,2269703UK5326N,SAN ROMAN DE LOS MONTES,CL,JARDINES 0004,OD,OS,T,UR,Residencial,V,34498.94,6396.87,28102.07,34498.94,0.42,144.90,N,,50.00,1,1
2469930UK5326N0001GR,2469930UK5326N,SAN ROMAN DE LOS MONTES,CL,CAMINO 0015,OD,OS,T,UR,Residencial,V,47234.48,9659.72,37574.76,47234.48,0.42,198.38,N,,50.00,1,1
2571305UK5327S0001KY,2571305UK5327S,SAN ROMAN DE LOS MONTES,CL,VIÑAS LAS 0003,OD,OS,T,UR,Residencial,V,54421.30,9257.51,45163.79,54421.30,0.42,228.57,N,,50.00,1,1
2368667UK5326N0001TR,2368667UK5326N,SAN ROMAN DE LOS MONTES,CL,LOS CLAVELES 0016,OD,OS,T,UR,Residencial,V,45051.80,6010.47,39041.33,45051.80,0.42,189.22,N,,50.00,1,1
2473103UK5327S0001PY,2473103UK5327S,SAN ROMAN DE LOS MONTES,CL,HINOJOSA 0043,OD,OS,T,UR,Residencial,V,50195.24,5458.61,44736.63,50195.24,0.42,210.82,N,,50.00,1,1
2473110UK5327S0001MY,2473110UK5327S,SAN ROMAN DE LOS MONTES,CL,HINOJOSA 0029,OD,OS,T,UR,Residencial,V,52914.51,6540.49,46374.02,52914.51,0.42,222.24,N,,50.00,1,1
4719423UK5341N0001HL,4719423UK5341N,SAN ROMAN DE LOS MONTES,CL,MAR CRISTAL 0040,OD,OS,T,UR,Residencial,V,16109.68,3231.59,12878.09,16109.68,0.42,67.66,N,,50.00,1,1
3632404UK5333S0001ZA,3632404UK5333S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S5 0219,OD,OS,T,UR,Residencial,V,97300.65,16095.56,81205.09,97300.65,0.42,408.66,N,,50.00,1,1
3737403UK5333N0001YE,3737403UK5333N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S5 0233,OD,OS,T,UR,Residencial,V,72108.10,14644.84,57463.26,72108.10,0.42,302.85,N,,50.00,1,1
4520528UK5342S0001WZ,4520528UK5342S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SD 0013,OD,OS,T,UR,Residencial,V,61200.34,18729.32,42471.02,61200.34,0.42,257.04,N,,50.00,1,1
4323914UK5342S0001LZ,4323914UK5342S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SA 0028,OD,OS,T,UR,Residencial,V,68496.71,22270.06,46226.65,68496.71,0.42,287.69,N,,50.00,1,1
4323905UK5342S0001AZ,4323905UK5342S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SA 0020,OD,OS,T,UR,Residencial,V,88958.35,22284.11,66674.24,88958.35,0.42,373.63,N,,50.00,1,1
4046510UK5344N0001UQ,4046510UK5344N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 7R 0226,OD,OS,T,UR,Residencial,V,42034.63,13073.98,28960.65,42034.63,0.42,176.55,N,,50.00,1,1
3222405UK5332S0001RJ,3222405UK5332S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0230,OD,OS,T,UR,Residencial,V,111706.40,12830.22,98876.18,111706.40,0.42,469.17,N,,50.00,1,1
3222406UK5332S0001DJ,3222406UK5332S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0229,OD,OS,T,UR,Residencial,V,69255.02,12884.30,56370.72,69255.02,0.42,290.87,N,,50.00,1,1
3222407UK5332S0001XJ,3222407UK5332S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0228,OD,OS,T,UR,Residencial,V,42102.24,11104.11,30998.13,42102.24,0.42,176.83,N,,,0,0
4322510UK5342S0001IZ,4322510UK5342S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SA 0001,OD,OS,T,UR,Residencial,V,144128.56,37676.47,106452.09,144128.56,0.42,605.34,N,,50.00,1,1
4626701UK5342N0001RD,4626701UK5342N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S1 0088,OD,OS,T,UR,Residencial,V,43836.53,14162.90,29673.63,43836.53,0.42,184.11,N,,50.00,1,1
2370703UK5327S0001RY,2370703UK5327S,SAN ROMAN DE LOS MONTES,CL,JUAN CARLOS I 0001,OD,OS,T,UR,Residencial,V,24629.11,4567.95,20061.16,24629.11,0.42,103.44,N,,,0,0
4719731UK5341N0001RL,4719731UK5341N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SE 0011,OD,OS,T,UR,Residencial,V,43331.12,15975.43,27355.69,43331.12,0.42,181.99,N,,50.00,1,1
3247401UK5334N0001JB,3247401UK5334N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 6R 0022,OD,OS,T,UR,Residencial,V,54903.67,15806.83,39096.84,54903.67,0.42,230.60,N,,50.00,1,1
2371202UK5327S0001EY,2371202UK5327S,SAN ROMAN DE LOS MONTES,CL,DR LOPEZ TIMONEDA 0001,OD,OS,T,UR,Residencial,V,44368.46,3219.90,41148.56,44368.46,0.42,186.35,N,,50.00,1,1
3932308UK5333S0001YA,3932308UK5333S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S5 0318,OD,OS,T,UR,Residencial,V,84455.52,24967.06,59488.46,84455.52,0.42,354.71,N,,50.00,1,1
3527201UK5332N0001UO,3527201UK5332N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0326,OD,OS,T,UR,Residencial,V,39518.34,13641.64,25876.70,39518.34,0.42,165.98,N,,50.00,1,1
2368699UK5326N0001TR,2368699UK5326N,SAN ROMAN DE LOS MONTES,CL,HERREN DE HOYEROS 0024,OD,OS,T,UR,Residencial,V,43090.44,4917.66,38172.78,43090.44,0.42,180.98,N,,50.00,1,1
2368689UK5326N0001AR,2368689UK5326N,SAN ROMAN DE LOS MONTES,CL,HERREN DE HOYEROS 0004,OD,OS,T,UR,Residencial,V,43345.78,4987.91,38357.87,43345.78,0.42,182.05,N,,,0,0
2368690UK5326N0001HR,2368690UK5326N,SAN ROMAN DE LOS MONTES,CL,HERREN DE HOYEROS 0006,OD,OS,T,UR,Residencial,V,43310.66,4952.78,38357.88,43310.66,0.42,181.90,N,,50.00,1,1
23686A2UK5326N0001DR,23686A2UK5326N,SAN ROMAN DE LOS MONTES,CL,HERREN DE HOYEROS 0030,OD,OS,T,UR,Residencial,V,44171.46,5998.66,38172.80,44171.46,0.42,185.52,N,,50.00,1,1
23686A3UK5326N0001XR,23686A3UK5326N,SAN ROMAN DE LOS MONTES,CL,HERREN DE HOYEROS 0001,OD,OS,T,UR,Residencial,V,45529.15,6217.34,39311.81,45529.15,0.42,191.22,N,,,0,0
2566201UK5326N0002GT,2566201UK5326N,SAN ROMAN DE LOS MONTES,CR,SERRANILLOS 0042,00,B,1,UR,Residencial,V,63197.45,7212.59,55984.86,63197.45,0.42,265.43,N,,50.00,1,1
2566201UK5326N0003HY,2566201UK5326N,SAN ROMAN DE LOS MONTES,CR,SERRANILLOS 0042,00,C,1,UR,Residencial,V,63397.53,7412.66,55984.87,63397.53,0.42,266.27,N,,50.00,1,1
3748828UK5334N0001EB,3748828UK5334N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 7R 0220,OD,OS,T,UR,Residencial,V,63000.50,10140.94,52859.56,63000.50,0.42,264.60,N,,50.00,1,1
3748830UK5334N0001JB,3748830UK5334N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 7R 0221,OD,OS,T,UR,Residencial,V,62513.18,10755.65,51757.53,62513.18,0.42,262.56,N,,50.00,1,1
2368629UK5326N0001QR,2368629UK5326N,SAN ROMAN DE LOS MONTES,CL,LOS ROSALES 0016,OD,OS,T,UR,Residencial,V,36939.96,5108.91,31831.05,36939.96,0.42,155.15,N,,50.00,1,1
2368633UK5326N0001PR,2368633UK5326N,SAN ROMAN DE LOS MONTES,CL,LOS ROSALES 0024,OD,OS,T,UR,Residencial,V,36596.50,4765.45,31831.05,36596.50,0.42,153.71,N,,50.00,1,1
3727824UK5332N0001UO,3727824UK5332N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0284,OD,OS,T,UR,Residencial,V,91755.05,15598.88,76156.17,91755.05,0.42,385.37,N,,50.00,1,1
4056511UK5345N0001TK,4056511UK5345N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0330,OD,OS,T,UR,Residencial,V,61870.17,12842.16,49028.01,61870.17,0.42,259.85,N,,50.00,1,1
4558425UK5345N0001QK,4558425UK5345N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0473,OD,OS,T,UR,Residencial,V,42262.28,13404.18,28858.10,42262.28,0.42,177.50,N,,50.00,1,1
4719428UK5341N0001GL,4719428UK5341N,SAN ROMAN DE LOS MONTES,CL,MAR CRISTAL 0053,OD,OS,T,UR,Residencial,V,16320.43,3442.35,12878.08,16320.43,0.42,68.55,N,,50.00,1,1
3252615UK5335S0001LX,3252615UK5335S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 6R 0098,OD,OS,T,UR,Residencial,V,30393.12,16720.10,13673.02,30393.12,0.42,127.65,N,,50.00,1,1
2470302UK5327S0001JY,2470302UK5327S,SAN ROMAN DE LOS MONTES,CL,REINA SOFIA 0022,OD,OS,T,UR,Residencial,V,12450.46,4152.67,8297.79,12450.46,0.42,52.29,N,,,0,0
4049302UK5344N0002HW,4049302UK5344N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0026,OD,OS,T,UR,Residencial,V,24733.35,2787.58,21945.77,24733.35,0.42,103.88,N,,50.00,1,1
4722444UK5342S0001DZ,4722444UK5342S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SC 0012,OD,OS,T,UR,Residencial,V,68691.93,19755.01,48936.92,68691.93,0.42,288.51,N,,50.00,1,1
4127206UK5342N0001TD,4127206UK5342N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S3 0144,OD,OS,T,UR,Residencial,V,131447.33,13395.76,118051.57,131447.33,0.42,552.08,B,50%,50.00,1,1
3618901UK5331N0001BG,3618901UK5331N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S1 0065,OD,OS,T,UR,Residencial,V,69742.30,14723.52,55018.78,69742.30,0.42,292.92,N,,,0,0
3818406UK5331N0001YG,3818406UK5331N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S1 0011,OD,OS,T,UR,Residencial,V,100590.72,21637.80,78952.92,100590.72,0.42,422.48,N,,,0,0
3222410UK5332S0001XJ,3222410UK5332S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0225,OD,OS,T,UR,Residencial,V,42445.17,17487.27,24957.90,42445.17,0.42,178.27,N,,50.00,1,1
4357106UK5345N0001ZK,4357106UK5345N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0356,OD,OS,T,UR,Residencial,V,111737.57,39722.22,72015.35,111737.57,0.42,469.30,N,,50.00,1,1
5025602UK5352N0001LJ,5025602UK5352N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SI 0059,OD,OS,T,UR,Residencial,V,75600.61,15258.85,60341.76,75600.61,0.42,317.52,N,,50.00,1,1
2956109UK5325N0001GP,2956109UK5325N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 6R 0035,OD,OS,T,UR,Residencial,V,74464.49,15241.29,59223.20,74464.49,0.42,312.75,N,,50.00,1,1
4719415UK5341N0001JL,4719415UK5341N,SAN ROMAN DE LOS MONTES,CL,MAR CRISTAL 0037,OD,OS,T,UR,Residencial,V,24737.98,8149.28,16588.70,24737.98,0.42,103.90,N,,50.00,1,1
5421545UK5352S0001SW,5421545UK5352S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SJ 0044,OD,OS,T,UR,Residencial,V,58697.10,16523.40,42173.70,58697.10,0.42,246.53,N,,50.00,1,1
3727820UK5332N0001JO,3727820UK5332N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0293,OD,OS,T,UR,Residencial,V,102959.95,22844.08,80115.87,102959.95,0.42,432.43,N,,,0,0
5322402UK5352S0001KW,5322402UK5352S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SJ 0076,OD,OS,T,UR,Residencial,V,59052.83,18326.56,40726.27,59052.83,0.42,248.02,N,,,0,0
5123926UK5352S0001FW,5123926UK5352S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SH 0058,OD,OS,T,UR,Residencial,V,43443.77,19136.80,24306.97,43443.77,0.42,182.46,N,,50.00,1,1
3722715UK5332S0001HJ,3722715UK5332S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S1 0068,OD,OS,T,UR,Residencial,V,65156.77,14448.15,50708.62,65156.77,0.42,273.66,N,,50.00,1,1
4629209UK5342N0001WD,4629209UK5342N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S4 0045,OD,OS,T,UR,Residencial,V,99624.97,15864.42,83760.55,99624.97,0.42,418.42,N,,,0,0
2368685UK5326N0001ZR,2368685UK5326N,SAN ROMAN DE LOS MONTES,CL,LOS CLAVELES 0023,OD,OS,T,UR,Residencial,V,44064.36,5023.04,39041.32,44064.36,0.42,185.07,N,,50.00,1,1
3106605UK5330N0001HZ,3106605UK5330N,SAN ROMAN DE LOS MONTES,UR,REGADIOS DE SAN ROMAN 0009,OD,OS,T,UR,Residencial,V,140674.20,68437.32,72236.88,140674.20,0.42,590.83,N,,50.00,1,1
4624784UK5342S0001LZ,4624784UK5342S,SAN ROMAN DE LOS MONTES,CL,MAR ALBORAN 0014,OD,OS,T,UR,Residencial,V,17946.38,6814.49,11131.89,17946.38,0.42,75.37,N,,,0,0
4820929UK5342S0001EZ,4820929UK5342S,SAN ROMAN DE LOS MONTES,CL,MAR CRISTAL 0027,OD,OS,T,UR,Residencial,V,16250.19,3372.10,12878.09,16250.19,0.42,68.25,N,,50.00,1,1
2471527UK5327S0001JY,2471527UK5327S,SAN ROMAN DE LOS MONTES,CL,VIRGEN DEL BUEN CAMINO 0038,OD,OS,T,UR,Residencial,V,28357.67,6954.99,21402.68,28357.67,0.42,119.10,N,,50.00,1,1
3156906UK5335N0001TF,3156906UK5335N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 6R 0119,OD,OS,T,UR,Residencial,V,88989.39,14524.69,74464.70,88989.39,0.42,373.76,N,,50.00,1,1
4819805UK5341N0001IL,4819805UK5341N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S4 0008,OD,OS,T,UR,Residencial,V,160098.46,18229.82,141868.64,160098.46,0.42,672.41,N,,,0,0
2610102UK5321S0001DL,2610102UK5321S,SAN ROMAN DE LOS MONTES,TN,SECTOR 6 1411,OD,OS,T,UR,Residencial,V,45841.94,15407.64,30434.30,45841.94,0.42,192.54,N,,,0,0
3222429UK5332S0001TJ,3222429UK5332S,SAN ROMAN DE LOS MONTES,CL,CABO DE SAN ROQUE 0210,OD,OS,T,UR,Residencial,V,86392.11,20162.48,66229.63,86392.11,0.42,362.85,N,,50.00,1,1
4719706UK5341N0001ZL,4719706UK5341N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SE 0044,OD,OS,T,UR,Residencial,V,68864.14,17436.69,51427.45,68864.14,0.42,289.23,N,,50.00,1,1
3532311UK5333S0001GA,3532311UK5333S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0328,OD,OS,T,UR,Residencial,V,89846.25,15628.37,74217.88,89846.25,0.42,377.35,N,,50.00,1,1
