refcat,refcat_parcela,municipio,sigla_via,via,planta,puerta,escalera,clase_bien,uso,clave_uso,valor_catastral_eur,valor_suelo_eur,valor_construccion_eur,base_liquidable_eur,tipo_impositivo,cuota_ibi_eur,exento,bonificado,tasa_basura_eur,tasa_basura_registros,tiene_padron_tasas
4334932UK5343S0001YG,4334932UK5343S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S4 0013,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,13012.32,13012.32,0.00,13012.32,0.42,54.65,N,,,0,0
2152104UK5325S0001FK,2152104UK5325S,SAN ROMAN DE LOS MONTES,TN,SECTOR 10 0138,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,59.02,59.02,0.00,59.02,0.42,0.25,S,,,0,0
2152105UK5325S0001MK,2152105UK5325S,SAN ROMAN DE LOS MONTES,TN,SECTOR 10 0048,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,59.69,59.69,0.00,59.69,0.42,0.25,S,,,0,0
3543821UK5334S0001MT,3543821UK5334S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 6R 0072,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,7510.32,7510.32,0.00,7510.32,0.42,31.54,N,,,0,0
2270414UK5327S0001EY,2270414UK5327S,SAN ROMAN DE LOS MONTES,CL,GRANADILLO 0017,OD,OS,T,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,2514.58,2514.58,0.00,2514.58,0.42,10.56,N,,,0,0
4218820UK5341N0001JL,4218820UK5341N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SB 0025,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,37872.17,37872.17,0.00,37872.17,0.42,159.06,N,,,0,0
4821325UK5342S0001JZ,4821325UK5342S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SD 0034,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,8119.18,8119.18,0.00,8119.18,0.42,34.10,N,,,0,0
3535504UK5333N0001WE,3535504UK5333N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0337,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,15041.84,15041.84,0.00,15041.84,0.42,63.18,N,,,0,0
2152106UK5325S0001OK,2152106UK5325S,SAN ROMAN DE LOS MONTES,TN,SECTOR 10 0047,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,266.25,266.25,0.00,266.25,0.42,1.12,S,,,0,0
2152111UK5325S0001RK,2152111UK5325S,SAN ROMAN DE LOS MONTES,TN,SECTOR 8 0000,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,76686.43,76686.43,0.00,76686.43,0.42,322.08,N,,,0,0
2752120UK5325S0001PK,2752120UK5325S,SAN ROMAN DE LOS MONTES,TN,SECTOR 9 3011,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,3272.41,3272.41,0.00,3272.41,0.42,13.74,N,,,0,0
3830504UK5333S0001XA,3830504UK5333S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S3 0151,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,9355.28,9355.28,0.00,9355.28,0.42,39.29,N,,,0,0
2470315UK5327S0001GY,2470315UK5327S,SAN ROMAN DE LOS MONTES,CL,JUAN CARLOS I 0012,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,27740.01,27740.01,0.00,27740.01,0.42,116.51,N,,,0,0
4243111UK5344S0001GO,4243111UK5344S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S5 0252,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,3439.67,3439.67,0.00,3439.67,0.42,14.45,N,,,0,0
2752108UK5325S0001WK,2752108UK5325S,SAN ROMAN DE LOS MONTES,TN,SECTOR 10 0077,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,885.49,885.49,0.00,885.49,0.42,3.72,S,,,0,0
2752110UK5325S0001HK,2752110UK5325S,SAN ROMAN DE LOS MONTES,TN,SECTOR 10 0075,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,1742.56,1742.56,0.00,1742.56,0.42,7.32,N,,,0,0
2752116UK5325S0001QK,2752116UK5325S,SAN ROMAN DE LOS MONTES,TN,SECTOR 10 0130,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,1733.70,1733.70,0.00,1733.70,0.42,7.28,N,,,0,0
2862111UK5326S0001YS,2862111UK5326S,SAN ROMAN DE LOS MONTES,TN,SECTOR 10 0003,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,8777.03,8777.03,0.00,8777.03,0.42,36.86,N,,,0,0
2862112UK5326S0001GS,2862112UK5326S,SAN ROMAN DE LOS MONTES,TN,SECTOR 10 0003,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,8682.69,8682.69,0.00,8682.69,0.42,36.47,N,,,0,0
2370708UK5327S0001EY,2370708UK5327S,SAN ROMAN DE LOS MONTES,CL,CASTILLO 0007,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,2801.72,2801.72,0.00,2801.72,0.42,11.77,N,,,0,0
2568519UK5326N0001PR,2568519UK5326N,SAN ROMAN DE LOS MONTES,AV,SERRANILLOS 0015,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,39812.15,39812.15,0.00,39812.15,0.42,167.21,N,,,0,0
2228102UK5322N0001TT,2228102UK5322N,SAN ROMAN DE LOS MONTES,TN,SECTOR 7 8111,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,2299.24,2299.24,0.00,2299.24,0.42,9.66,N,,,0,0
2269801UK5326N0001IR,2269801UK5326N,SAN ROMAN DE LOS MONTES,AV,CASTILLA LA MANCHA 0002,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,3617.99,3617.99,0.00,3617.99,0.42,15.20,J,100%,,0,0
4127220UK5342N0001ID,4127220UK5342N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S3 0184,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,11708.76,11708.76,0.00,11708.76,0.42,49.18,N,,,0,0
3118811UK5331N0001RG,3118811UK5331N,SAN ROMAN DE LOS MONTES,CL,CABO DE SAN ROQUE 0220,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,14635.95,14635.95,0.00,14635.95,0.42,61.47,N,,,0,0
4452422UK5345S0001ZE,4452422UK5345S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0397,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,11850.93,11850.93,0.00,11850.93,0.42,49.77,N,,,0,0
4331413UK5343S0001GG,4331413UK5343S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S4 0034,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,12243.47,12243.47,0.00,12243.47,0.42,51.42,N,,,0,0
3543805UK5334S0001WT,3543805UK5334S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 6R 0073,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,8218.43,8218.43,0.00,8218.43,0.42,34.52,N,,,0,0
4719725UK5341N0001ML,4719725UK5341N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SE 0005,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,11692.03,11692.03,0.00,11692.03,0.42,49.11,N,,,0,0
4322516UK5342S0001HZ,4322516UK5342S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SA 0010,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,12033.25,12033.25,0.00,12033.25,0.42,50.54,N,,,0,0
3937117UK5333N0001IE,3937117UK5333N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S5 0257,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,9261.62,9261.62,0.00,9261.62,0.42,38.90,N,,,0,0
3317513UK5331N0001SG,3317513UK5331N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0168,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,12040.50,12040.50,0.00,12040.50,0.42,50.57,N,,,0,0
2752119UK5325S0001TK,2752119UK5325S,SAN ROMAN DE LOS MONTES,TN,SECTOR 9 0147,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,41194.79,41194.79,0.00,41194.79,0.42,173.02,N,,,0,0
2862101UK5326S0001SS,2862101UK5326S,SAN ROMAN DE LOS MONTES,TN,SECTOR 10 0091,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,457.44,457.44,0.00,457.44,0.42,1.92,S,,,0,0
4452424UK5345S0001HE,4452424UK5345S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0399,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,11332.41,11332.41,0.00,11332.41,0.42,47.60,N,,,0,0
3357815UK5335N0001ZF,3357815UK5335N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 7R 0209,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,11527.55,11527.55,0.00,11527.55,0.42,48.42,N,,,0,0
4558414UK5345N0001ZK,4558414UK5345N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0483,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,11243.19,11243.19,0.00,11243.19,0.42,47.22,N,,,0,0
2752125UK5325S0001OK,2752125UK5325S,SAN ROMAN DE LOS MONTES,TN,SECTOR 10 0004,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,1309.67,1309.67,0.00,1309.67,0.42,5.50,S,,,0,0
23686C0UK5326N0001YR,23686C0UK5326N,SAN ROMAN DE LOS MONTES,CL,ERAS 0007,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,13927.56,13927.56,0.00,13927.56,0.42,58.50,N,,,0,0
23686C1UK5326N0001GR,23686C1UK5326N,SAN ROMAN DE LOS MONTES,CL,ERAS 0007,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,12891.34,12891.34,0.00,12891.34,0.42,54.14,N,,,0,0
2152112UK5325S0001DK,2152112UK5325S,SAN ROMAN DE LOS MONTES,TN,SECTOR 10 0000,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,2573.88,2573.88,0.00,2573.88,0.42,10.81,N,,,0,0
2152113UK5325S0001XK,2152113UK5325S,SAN ROMAN DE LOS MONTES,TN,SECTOR 10 0000,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,2888.20,2888.20,0.00,2888.20,0.42,12.13,N,,,0,0
2152114UK5325S0001IK,2152114UK5325S,SAN ROMAN DE LOS MONTES,TN,SECTOR 10 0000,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,3156.98,3156.98,0.00,3156.98,0.42,13.26,N,,,0,0
4056514UK5345N0001OK,4056514UK5345N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0525,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,8299.27,8299.27,0.00,8299.27,0.42,34.86,N,,,0,0
2472622UK5327S0001RY,2472622UK5327S,SAN ROMAN DE LOS MONTES,CL,VIRGEN DEL BUEN CAMINO 0041,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,4323.87,4323.87,0.00,4323.87,0.42,18.16,N,,,0,0
2521102UK5322S0001GD,2521102UK5322S,SAN ROMAN DE LOS MONTES,TN,SECTOR 7 7111,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,119876.28,119876.28,0.00,119876.28,0.42,503.48,N,,,0,0
2268902UK5326N0001HR,2268902UK5326N,SAN ROMAN DE LOS MONTES,CL,PISCINA 0003,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,106137.69,106137.69,0.00,106137.69,0.42,445.78,J,100%,,0,0
4821302UK5342S0001WZ,4821302UK5342S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SD 0032,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,11993.12,11993.12,0.00,11993.12,0.42,50.37,N,,,0,0
2752124UK5325S0001MK,2752124UK5325S,SAN ROMAN DE LOS MONTES,TN,SECTOR 10 0004,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,1309.67,1309.67,0.00,1309.67,0.42,5.50,S,,,0,0
2152115UK5325S0001JK,2152115UK5325S,SAN ROMAN DE LOS MONTES,TN,SECTOR 10 0000,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,835.97,835.97,0.00,835.97,0.42,3.51,S,,,0,0
3313509UK5331S0001YM,3313509UK5331S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0005,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,10475.42,10475.42,0.00,10475.42,0.42,44.00,N,,,0,0
2862102UK5326S0001ZS,2862102UK5326S,SAN ROMAN DE LOS MONTES,TN,SECTOR 10 0001,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,4500.82,4500.82,0.00,4500.82,0.42,18.90,N,,,0,0
2752109UK5325S0001AK,2752109UK5325S,SAN ROMAN DE LOS MONTES,TN,SECTOR 10 0076,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,771.07,771.07,0.00,771.07,0.42,3.24,S,,,0,0
3724901UK5332S0001RJ,3724901UK5332S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0312,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,1592.03,1592.03,0.00,1592.03,0.42,6.69,N,,,0,0
4334901UK5343S0001GG,4334901UK5343S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S5 0267,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,18730.12,18730.12,0.00,18730.12,0.42,78.67,N,,,0,0
2370452UK5327S0001XY,2370452UK5327S,SAN ROMAN DE LOS MONTES,CL,JUAN CARLOS I 0005,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,2458.82,2458.82,0.00,2458.82,0.42,10.33,N,,50.00,1,1
3853824UK5335S0001GX,3853824UK5335S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 7R 0249,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,6980.64,6980.64,0.00,6980.64,0.42,29.32,N,,,0,0
4519803UK5341N0001FL,4519803UK5341N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA DUPLES 0001,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,26319.65,26319.65,0.00,26319.65,0.42,110.54,N,,,0,0
4519804UK5341N0001ML,4519804UK5341N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA DUPLES 0001,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,26319.65,26319.65,0.00,26319.65,0.42,110.54,N,,,0,0
4519805UK5341N0001OL,4519805UK5341N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA DUPLES 0001,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,26319.65,26319.65,0.00,26319.65,0.42,110.54,N,,50.00,1,1
3748817UK5334N0001MB,3748817UK5334N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 6R 0162,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,10183.81,10183.81,0.00,10183.81,0.42,42.77,N,,,0,0
4617808UK5341N0001KL,4617808UK5341N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SF 0019,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,12446.41,12446.41,0.00,12446.41,0.42,52.27,N,,,0,0
4626725UK5342N0001TD,4626725UK5342N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S1 0113,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,9527.01,9527.01,0.00,9527.01,0.42,40.01,N,,,0,0
3151307UK5335S0001AX,3151307UK5335S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 6R 0052,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,12497.69,12497.69,0.00,12497.69,0.42,52.49,N,,,0,0
3724915UK5332S0001AJ,3724915UK5332S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0243,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,13574.34,13574.34,0.00,13574.34,0.42,57.01,N,,,0,0
2372626UK5327S0001WY,2372626UK5327S,SAN ROMAN DE LOS MONTES,CR,TALAVERA-SM VALDEIGLESIAS 0018,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,7175.77,7175.77,0.00,7175.77,0.42,30.14,N,,,0,0
4127201UK5342N0001YD,4127201UK5342N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S3 0149,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,13074.79,13074.79,0.00,13074.79,0.42,54.91,N,,,0,0
3818412UK5331N0001PG,3818412UK5331N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S1 0015,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,10561.29,10561.29,0.00,10561.29,0.42,44.36,N,,,0,0
2471502UK5327S0001UY,2471502UK5327S,SAN ROMAN DE LOS MONTES,CL,OLIVILLA 0029,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,632.24,632.24,0.00,632.24,0.42,2.66,S,,,0,0
2671112UK5327S0001GY,2671112UK5327S,SAN ROMAN DE LOS MONTES,CL,VIÑAS LAS 0012,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,22533.24,22533.24,0.00,22533.24,0.42,94.64,N,,,0,0
2568533UK5326N0001DR,2568533UK5326N,SAN ROMAN DE LOS MONTES,CL,IGLESIA 0021,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,7460.80,7460.80,0.00,7460.80,0.42,31.34,N,,,0,0
3727813UK5332N0001RO,3727813UK5332N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0300,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,12313.70,12313.70,0.00,12313.70,0.42,51.72,N,,,0,0
2956110UK5325N0001BP,2956110UK5325N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 6R 0036,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,12115.77,12115.77,0.00,12115.77,0.42,50.89,N,,,0,0
3532301UK5333S0001ZA,3532301UK5333S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0336,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,14093.44,14093.44,0.00,14093.44,0.42,59.19,N,,,0,0
4452423UK5345S0001UE,4452423UK5345S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0398,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,12048.87,12048.87,0.00,12048.87,0.42,50.61,N,,,0,0
5018510UK5351N0001JM,5018510UK5351N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SG 0032,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,15197.97,15197.97,0.00,15197.97,0.42,63.83,N,,,0,0
4323902UK5342S0001UZ,4323902UK5342S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SA 0023,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,16247.41,16247.41,0.00,16247.41,0.42,68.24,N,,,0,0
3853807UK5335S0001IX,3853807UK5335S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0310,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,6969.50,6969.50,0.00,6969.50,0.42,29.27,N,,,0,0
3317507UK5331N0001IG,3317507UK5331N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0134,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,12231.74,12231.74,0.00,12231.74,0.42,51.37,N,,,0,0
4243117UK5344S0001MO,4243117UK5344S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S5 0241,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,12302.00,12302.00,0.00,12302.00,0.42,51.67,N,,,0,0
4652405UK5345S0001ZE,4652405UK5345S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0468,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,11324.04,11324.04,0.00,11324.04,0.42,47.56,N,,,0,0
3949602UK5334N0001AB,3949602UK5334N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0019,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,4308.82,4308.82,0.00,4308.82,0.42,18.10,N,,,0,0
4152616UK5345S0001EE,4152616UK5345S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0011,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,8684.54,8684.54,0.00,8684.54,0.42,36.48,N,,,0,0
2670136UK5327S0001AY,2670136UK5327S,SAN ROMAN DE LOS MONTES,CL,ABAJO 0005,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,6709.10,6709.10,0.00,6709.10,0.42,28.18,N,,,0,0
4056505UK5345N0001QK,4056505UK5345N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0530,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,6930.45,6930.45,0.00,6930.45,0.42,29.11,N,,,0,0
4334924UK5343S0001UG,4334924UK5343S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S5 0326,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,9843.16,9843.16,0.00,9843.16,0.42,41.34,N,,,0,0
3853810UK5335S0001IX,3853810UK5335S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0313,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,9007.37,9007.37,0.00,9007.37,0.42,37.83,N,,,0,0
3957706UK5335N0001UF,3957706UK5335N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0315,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,9924.57,9924.57,0.00,9924.57,0.42,41.68,N,,,0,0
4447206UK5344N0001TQ,4447206UK5344N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0459,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,7616.26,7616.26,0.00,7616.26,0.42,31.99,N,,,0,0
3222439UK5332S0001XJ,3222439UK5332S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0236,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,13492.38,13492.38,0.00,13492.38,0.42,56.67,N,,,0,0
4243109UK5344S0001QO,4243109UK5344S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S5 0251,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,15904.39,15904.39,0.00,15904.39,0.42,66.80,N,,,0,0
4334930UK5343S0001AG,4334930UK5343S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S5 0332,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,14272.97,14272.97,0.00,14272.97,0.42,59.95,N,,,0,0
2568517UK5326N0001GR,2568517UK5326N,SAN ROMAN DE LOS MONTES,AV,SERRANILLOS 0015,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,16860.60,16860.60,0.00,16860.60,0.42,70.81,N,,,0,0
5018504UK5351N0001DM,5018504UK5351N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SG 0024,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,13160.64,13160.64,0.00,13160.64,0.42,55.27,N,,,0,0
3741901UK5334S0001DT,3741901UK5334S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 6R 0079,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,111987.40,111987.40,0.00,111987.40,0.42,470.35,N,,,0,0
3560201UK5336S0001BH,3560201UK5336S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 7R 0268,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,96778.25,96778.25,0.00,96778.25,0.42,406.47,S,100%,,0,0
3317512UK5331N0001EG,3317512UK5331N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0169,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,11755.58,11755.58,0.00,11755.58,0.42,49.37,N,,,0,0
4334925UK5343S0001HG,4334925UK5343S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S5 0327,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,12891.34,12891.34,0.00,12891.34,0.42,54.14,N,,,0,0
3016901UK5331N0001SG,3016901UK5331N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0000,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,12625.93,12625.93,0.00,12625.93,0.42,53.03,N,,,0,0
3724903UK5332S0001XJ,3724903UK5332S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0248,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,13769.49,13769.49,0.00,13769.49,0.42,57.83,N,,,0,0
3932303UK5333S0001UA,3932303UK5333S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S5 0264,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,10213.94,10213.94,0.00,10213.94,0.42,42.90,N,,,0,0
2568520UK5326N0001GR,2568520UK5326N,SAN ROMAN DE LOS MONTES,AV,SERRANILLOS 0013,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,42509.85,42509.85,0.00,42509.85,0.42,178.54,N,,,0,0
3357822UK5335N0001AF,3357822UK5335N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 6R 0191,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,11028.53,11028.53,0.00,11028.53,0.42,46.32,N,,,0,0
3547204UK5334N0001SB,3547204UK5334N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 6R 0140,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,12336.00,12336.00,0.00,12336.00,0.42,51.81,N,,,0,0
2471519UK5327S0001KY,2471519UK5327S,SAN ROMAN DE LOS MONTES,CL,REINA SOFIA 0025,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,18622.77,18622.77,0.00,18622.77,0.42,78.22,N,,,0,0
2568538UK5326N0001SR,2568538UK5326N,SAN ROMAN DE LOS MONTES,CL,HUERTAS 0018,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,16358.80,16358.80,0.00,16358.80,0.42,68.71,N,,,0,0
4519807UK5341N0001RL,4519807UK5341N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA DUPLES 0001,UE,LO,S,UR,"Obras de urbanización y jardinería, suelos sin edificar",M,26319.65,26319.65,0.00,26319.65,0.42,110.54,N,,,0,0
