refcat,n_unidades,uso_dominante,es_mixta,valor_catastral_eur,valor_suelo_eur,valor_construccion_eur,cuota_ibi_eur,n_exentos,n_bonificados,habitantes_estimados,densidad_hab_por_unidad,via_referencia
4918809UK5341N,1,Residencial,0,58519.08,14865.43,43653.65,245.78,0,0,0,0,UR SERR PLAYA SG 0002
4428913UK5342N,1,Residencial,0,77539.85,15190.69,62349.16,325.67,0,0,1,1,UR SERR PLAYA S4 0080
5123945UK5352S,1,Residencial,0,47568.08,13699.24,33868.84,199.79,0,0,0,0,UR SERR PLAYA SH 0049
2472632UK5327S,21,Residencial,0,547745.76,33175.17,514570.59,2300.53,0,0,1.11,0.05,CL HINOJOSA 0018
45155A00700183,1,Residencial,0,12811.87,256.01,12555.86,53.81,0,0,0,0,0000
2472608UK5327S,21,Residencial,0,575166.63,33827.64,541338.99,2415.68,0,0,0,0,CR CASTILLO BAYUELA 0008
2953903UK5325S,1,Residencial,0,45561.11,15954.35,29606.76,191.36,0,0,0,0,UR SERR PLAYA S 6R 0032
2807903UK5320N,1,Residencial,0,152107.69,84303.17,67804.52,638.85,0,0,0,0,UR REGADIOS DE SAN ROMAN 0021
5421514UK5352S,1,Residencial,0,74004.61,17851.17,56153.44,310.82,0,0,0,0,UR SERR PLAYA SJ 0017
4149101UK5344N,1,Residencial,0,91116.24,7591.76,83524.48,382.69,0,0,6,6,UR SERR PLAYA S 8R 0017
3357821UK5335N,1,Residencial,0,44982.81,14394.74,30588.07,188.93,0,0,2,2,UR SERR PLAYA S 6R 0190
3151312UK5335S,1,Residencial,0,24692.75,15978.93,8713.82,103.71,0,0,0,0,UR SERR PLAYA S 6R 0023
5421510UK5352S,1,Residencial,0,59976.31,18064.26,41912.05,251.90,0,0,0.07,0.07,UR SERR PLAYA SJ 0013
4243114UK5344S,1,Residencial,0,27275.97,17280.72,9995.25,114.56,0,0,0,0,UR SERR PLAYA S5 0238
4820953UK5342S,1,Residencial,0,19651.54,4320.51,15331.03,82.54,0,0,0,0,CL MAR CRISTAL 0003
4719435UK5341N,1,Residencial,0,16940.48,3688.24,13252.24,71.15,0,0,1,1,CL MAR CRISTAL 0078
4719738UK5341N,1,Residencial,0,68406.70,18883.88,49522.82,287.31,0,0,1,1,UR SERR PLAYA SE 0039
4228802UK5342N,1,Residencial,0,59841.13,15407.08,44434.05,251.33,0,0,0,0,UR SERR PLAYA S3 0129
4421137UK5342S,1,Residencial,0,36107.67,2704.69,33402.98,151.65,0,0,0,0,AV PLAYA 0055
4152607UK5345S,1,Residencial,0,78830.85,10345.45,68485.40,331.09,0,0,5,5,UR SERR PLAYA S 8R 0367
4334908UK5343S,1,Residencial,0,61991.30,13395.76,48595.54,260.36,0,0,0,0,UR SERR PLAYA S4 0024
4918805UK5341N,1,Residencial,0,74588.37,15048.09,59540.28,313.27,0,0,0,0,UR SERR PLAYA SG 0043
3818403UK5331N,1,Residencial,0,73601.58,23035.82,50565.76,309.13,0,0,0,0,UR SERR PLAYA S1 0008
5123919UK5352S,1,Residencial,0,55230.12,17162.69,38067.43,231.97,0,0,0,0,UR SERR PLAYA SH 0017
4920604UK5342S,1,Residencial,0,83306.85,18420.21,64886.64,349.89,0,0,1.03,1.03,UR SERR PLAYA SE 0022
5218307UK5351N,1,Residencial,0,65315.49,21359.11,43956.38,274.33,0,0,0,0,UR SERR PLAYA SH 0009
4719713UK5341N,1,Residencial,0,75686.29,22923.41,52762.88,317.88,0,0,0,0,UR SERR PLAYA SE 0051
2471202UK5327S,1,Residencial,0,26059.03,4928.58,21130.45,109.45,0,0,0,0,CL VIRGEN DEL BUEN CAMINO 0028
2368601UK5326N,1,Residencial,0,42724.36,13703.92,29020.44,179.44,0,0,3.67,3.67,CL TAHONA 0008
3527208UK5332N,1,Residencial,0,71169.03,16105.39,55063.64,298.91,0,0,0,0,UR SERR PLAYA S2 0319
4917503UK5341N,1,Residencial,0,49093.23,15708.46,33384.77,206.19,0,0,0.5,0.5,UR SERR PLAYA SI 0027
3830501UK5333S,1,Residencial,0,51639.21,14605.49,37033.72,216.88,0,0,0,0,UR SERR PLAYA S3 0154
3118809UK5331N,1,Residencial,0,70064.58,13194.13,56870.45,294.27,0,0,1,1,CL CABO DE SAN ROQUE 0218
4722428UK5342S,1,Residencial,0,73049.46,17577.18,55472.28,306.81,0,0,1,1,UR SERR PLAYA SC 0061
4624777UK5342S,1,Residencial,0,20136.99,6884.72,13252.27,84.58,0,0,0,0,CL MAR ALBORAN 0021
3118805UK5331N,1,Residencial,0,90761.09,16739.78,74021.31,381.20,0,0,0,0,CL CABO DE SAN ROQUE 0214
5218308UK5351N,1,Residencial,0,102809.64,27845.18,74964.46,431.80,0,0,3,3,UR SERR PLAYA SH 0008
4421163UK5342S,1,Residencial,0,36353.55,2950.58,33402.97,152.68,0,0,0,0,AV PLAYA 0035
3247411UK5334N,1,Residencial,0,46498.66,10855.77,35642.89,195.29,0,0,3,3,UR SERR PLAYA S 6R 0067
4824402UK5342S,1,Residencial,0,57137.00,13938.11,43198.89,239.98,0,0,0,0,UR SERR PLAYA SI 0012
2368653UK5326N,1,Residencial,0,42951.80,4636.64,38315.16,180.40,0,0,2.74,2.74,CL VIOLETAS 0003
45155A00800003,1,Residencial,0,18324.19,305.94,18018.25,76.96,0,0,0,0,0000
4428910UK5342N,1,Residencial,0,76502.83,21470.60,55032.23,321.31,0,0,2.5,2.5,UR SERR PLAYA S4 0075
3252603UK5335S,1,Residencial,0,80032.03,14050.52,65981.51,336.13,0,0,4,4,UR SERR PLAYA S 6R 0127
4617802UK5341N,1,Residencial,0,63044.33,17392.18,45652.15,264.79,0,0,0.07,0.07,UR SERR PLAYA SF 0013
4719404UK5341N,1,Residencial,0,17151.26,3899.00,13252.26,72.04,0,0,0,0,CL MAR CRISTAL 0065
4224908UK5342S,1,Residencial,0,59221.69,12269.59,46952.10,248.73,0,0,0,0,UR SERR PLAYA S1 0116
4719436UK5341N,1,Residencial,0,25543.41,3196.46,22346.95,107.28,0,0,1,1,CL MAR CRISTAL 0079
4248617UK5344N,1,Residencial,0,21623.77,9540.29,12083.48,90.82,0,0,0,0,UR SERR PLAYA S 8R 0437
2470303UK5327S,1,Residencial,0,94017.93,20162.48,73855.45,394.88,0,0,3.04,3.04,CL REINA SOFIA 0024
4624731UK5342S,1,Residencial,0,26286.75,8570.80,17715.95,110.40,0,0,1,1,CL MAR ALBORAN 0122
5018507UK5351N,1,Residencial,0,58469.23,17720.04,40749.19,245.57,0,0,0,0,UR SERR PLAYA SG 0029
4719408UK5341N,1,Residencial,0,24550.89,4355.64,20195.25,103.11,0,0,1,1,CL MAR CRISTAL 0050
4556416UK5345N,1,Residencial,0,46809.16,10530.85,36278.31,196.60,0,0,0,0,UR SERR PLAYA S 8R 0407
3521705UK5332S,1,Residencial,0,77303.78,13671.13,63632.65,324.68,0,0,2,2,UR SERR PLAYA S2 0142
4821305UK5342S,1,Residencial,0,71519.09,17057.31,54461.78,300.38,0,0,0,0,UR SERR PLAYA SD 0035
4719444UK5341N,1,Residencial,0,18498.27,5620.18,12878.09,77.69,0,0,0,0,CL MAR CRISTAL 0074
3023504UK5332S,1,Residencial,0,45795.92,17098.78,28697.14,192.34,0,0,0,0,UR SERR PLAYA S2 0254
3557410UK5335N,1,Residencial,0,61791.29,13723.83,48067.46,259.52,0,0,0,0,UR SERR PLAYA S 7R 0274
4624708UK5342S,2,Residencial,0,49570.69,5479.66,44091.03,208.20,0,0,0.6,0.3,CL ISLA MALLORCA 0005
5421506UK5352S,1,Residencial,0,71733.60,15179.22,56554.38,301.28,0,0,0,0,UR SERR PLAYA SJ 0009
2471517UK5327S,1,Residencial,0,14720.81,4027.01,10693.80,61.83,0,0,0,0,CL REINA SOFIA 0029
4452416UK5345S,1,Residencial,0,55119.65,15385.29,39734.36,231.50,0,0,0,0,UR SERR PLAYA S 8R 0391
4624709UK5342S,2,Residencial,0,49430.19,5339.16,44091.03,207.61,0,0,0.75,0.38,CL ISLA MALLORCA 0007
2471203UK5327S,1,Residencial,0,43368.90,9736.99,33631.91,182.15,0,0,1.5,1.5,CL HINOJOSA 0007
4626706UK5342N,1,Residencial,0,144487.02,12254.85,132232.17,606.85,0,0,0,0,UR SERR PLAYA S1 0093
4617803UK5341N,1,Residencial,0,115572.15,18703.57,96868.58,485.40,0,0,0.5,0.5,UR SERR PLAYA SF 0014
5022403UK5352S,1,Residencial,0,88161.92,21427.03,66734.89,370.28,0,0,0,0,UR SERR PLAYA SC 0038
4624772UK5342S,1,Residencial,0,22201.38,5830.96,16370.42,93.25,0,0,0,0,CL MAR ALBORAN 0004
4918816UK5341N,1,Residencial,0,45529.44,15469.62,30059.82,191.22,0,0,1.52,1.52,UR SERR PLAYA SG 0010
3008501UK5330N,1,Residencial,0,222067.12,94677.52,127389.60,932.68,0,0,0,0,UR REGADIOS DE SAN ROMAN 0019
4920606UK5342S,1,Residencial,0,143309.38,36594.58,106714.80,601.90,0,0,0,0,UR SERR PLAYA SE 0019
3828613UK5332N,1,Residencial,0,45299.27,14880.89,30418.38,190.26,0,0,0,0,UR SERR PLAYA S3 0172
5123931UK5352S,1,Residencial,0,62765.96,14640.62,48125.34,263.62,0,0,2,2,UR SERR PLAYA SH 0056
4224915UK5342S,1,Residencial,0,102608.86,9603.23,93005.63,430.96,0,0,0,0,UR SERR PLAYA S1 0123
2372623UK5327S,1,Residencial,0,33123.62,4488.34,28635.28,139.12,0,0,0.03,0.03,CL DR LOPEZ TIMONEDA 0010
4722420UK5342S,1,Residencial,0,51610.47,16649.86,34960.61,216.76,0,0,0,0,UR SERR PLAYA SC 0071
4617815UK5341N,1,Residencial,0,83514.40,16888.72,66625.68,350.76,0,0,3.58,3.58,UR SERR PLAYA SF 0006
3532307UK5333S,1,Residencial,0,61955.33,16592.23,45363.10,260.21,0,0,1,1,UR SERR PLAYA S2 0332
4624717UK5342S,2,Residencial,0,49149.20,5058.14,44091.06,206.43,0,0,0.75,0.38,CL ISLA MALLORCA 0015
4224922UK5342S,1,Residencial,0,39678.72,5532.36,34146.36,166.65,0,0,0.67,0.67,UR SERR PLAYA S1 0043
4722456UK5342S,1,Residencial,0,59051.02,15441.49,43609.53,248.01,0,0,0.11,0.11,UR SERR PLAYA SC 0018
5322405UK5352S,1,Residencial,0,42576.90,16818.45,25758.45,178.82,0,0,0,0,UR SERR PLAYA SJ 0079
3547207UK5334N,1,Residencial,0,49398.14,14872.45,34525.69,207.47,0,0,2,2,UR SERR PLAYA S 6R 0143
4334920UK5343S,1,Residencial,0,85115.50,27424.93,57690.57,357.49,0,0,1,1,UR SERR PLAYA S5 0322
5322404UK5352S,1,Residencial,0,48279.09,21850.89,26428.20,202.77,0,0,0,0,UR SERR PLAYA SJ 0078
2271512UK5327S,1,Residencial,0,94648.08,22032.96,72615.12,397.52,0,0,0,0,CR TALAVERA-SM VALDEIGLESIAS 0016
4719447UK5341N,1,Residencial,0,21724.00,6392.97,15331.03,91.24,0,0,1,1,CL MAR CRISTAL 0073
4626711UK5342N,1,Residencial,0,79262.43,12294.19,66968.24,332.90,0,0,4.83,4.83,UR SERR PLAYA S1 0098
4049303UK5344N,1,Residencial,0,19216.42,2122.85,17093.57,80.71,0,0,0,0,UR SERR PLAYA S 8R 0026
3543819UK5334S,1,Residencial,0,50803.04,15806.83,34996.21,213.37,0,0,0,0,UR SERR PLAYA S 6R 0008
3727803UK5332N,1,Residencial,0,80260.52,15598.88,64661.64,337.09,0,0,0,0,UR SERR PLAYA S2 0288
4334917UK5343S,1,Residencial,0,51585.77,14015.38,37570.39,216.66,0,0,0,0,UR SERR PLAYA S4 0015
2274602UK5327S,1,Residencial,0,55364.27,12504.95,42859.32,232.53,0,0,0,0,CR TALAVERA-SM VALDEIGLESIAS 0004
3557421UK5335N,1,Residencial,0,28633.31,14050.52,14582.79,120.26,0,0,0,0,UR SERR PLAYA S 7R 0288
3722722UK5332S,1,Residencial,0,64002.75,13444.92,50557.83,268.81,0,0,0,0,UR SERR PLAYA S1 0076
2953907UK5325S,1,Residencial,0,179838.44,15775.22,164063.22,755.32,0,0,2,2,UR SERR PLAYA S 6R 0028
4624780UK5342S,1,Residencial,0,17524.87,6392.97,11131.90,73.60,0,0,0,0,CL MAR ALBORAN 0018
3947406UK5334N,1,Residencial,0,62082.64,13618.45,48464.19,260.75,0,0,0,0,UR SERR PLAYA S 7R 0239
4421141UK5342S,1,Residencial,0,32105.85,3301.86,28803.99,134.84,0,0,3,3,AV PLAYA 0034
4248609UK5344N,1,Residencial,0,28585.14,9132.82,19452.32,120.06,0,0,0,0,UR SERR PLAYA S 8R 0522
4421157UK5342S,1,Residencial,0,36353.55,2950.58,33402.97,152.68,0,0,0,0,AV PLAYA 0018
5123935UK5352S,3,Residencial,0,230903.37,53701.02,177202.35,969.78,0,0,0,0,UR SERR PLAYA SH 0029
5018506UK5351N,1,Residencial,0,54552.66,17539.73,37012.93,229.12,0,0,3,3,UR SERR PLAYA SG 0028
4624705UK5342S,2,Residencial,0,53910.36,5620.16,48290.20,226.43,0,0,6.04,3.02,CL ISLA MALLORCA 0003
5018302UK5351N,1,Residencial,0,65077.96,15216.71,49861.25,273.33,0,0,0,0,UR SERR PLAYA SG 0016
4920603UK5342S,1,Residencial,0,58857.23,14865.43,43991.80,247.20,0,0,0,0,UR SERR PLAYA SE 0023
3222432UK5332S,1,Residencial,0,57958.98,13395.76,44563.22,243.43,0,0,1,1,UR SERR PLAYA S2 0261
4152627UK5345S,1,Residencial,0,61094.28,10067.17,51027.11,256.60,0,0,0,0,UR SERR PLAYA S 8R 0532
4617805UK5341N,1,Residencial,0,80257.75,18719.96,61537.79,337.08,0,0,1,1,UR SERR PLAYA SF 0016
4037709UK5343N,1,Residencial,0,58187.08,19803.50,38383.58,244.39,0,0,0,0,UR SERR PLAYA S5 0302
4624775UK5342S,1,Residencial,0,22736.34,9484.10,13252.24,95.49,0,0,2,2,CL MAR ALBORAN 0001
3748802UK5334N,1,Residencial,0,115916.14,18782.73,97133.41,486.85,0,0,0,0,UR SERR PLAYA S 6R 0174
4421108UK5342S,1,Residencial,0,33144.31,3372.10,29772.21,139.21,0,0,0,0,AV PLAYA 0008
3722712UK5332S,1,Residencial,0,58533.70,13577.71,44955.99,245.84,0,0,1,1,UR SERR PLAYA S1 0055
4820952UK5342S,1,Residencial,0,16531.20,3653.12,12878.08,69.43,0,0,0,0,CL MAR CRISTAL 0004
2470310UK5327S,1,Residencial,0,22039.58,6954.99,15084.59,92.57,0,0,0.25,0.25,PZ CONSTITUCION 0001
4447201UK5344N,1,Residencial,0,81129.13,9624.59,71504.54,340.74,0,1,5,5,UR SERR PLAYA S 8R 0518
3222404UK5332S,1,Residencial,0,81535.07,12490.88,69044.19,342.45,0,0,2,2,UR SERR PLAYA S2 0231
3222435UK5332S,1,Residencial,0,42872.71,12785.96,30086.75,180.07,0,0,2,2,UR SERR PLAYA S2 0258
4820910UK5342S,1,Residencial,0,34400.47,7236.00,27164.47,144.48,0,0,1.5,1.5,CL MAR CRISTAL 0017
4722445UK5342S,1,Residencial,0,61004.99,22589.01,38415.98,256.22,0,0,0.07,0.07,UR SERR PLAYA SC 0013
5020411UK5352S,1,Residencial,0,69136.47,22129.56,47006.91,290.37,0,0,1,1,UR SERR PLAYA SE 0026
4152633UK5345S,1,Residencial,0,112550.28,10573.01,101977.27,472.71,0,0,3,3,UR SERR PLAYA S 8R 0334
3724914UK5332S,1,Residencial,0,33325.98,12761.36,20564.62,139.97,0,0,1,1,UR SERR PLAYA S2 0242
3527213UK5332N,1,Residencial,0,36238.51,15736.57,20501.94,152.20,0,0,0,0,UR SERR PLAYA S2 0314
2368612UK5326N,1,Residencial,0,143534.33,46785.31,96749.02,602.84,0,0,0,0,CL GRANADILLO 0043
4218805UK5341N,1,Residencial,0,50945.28,16115.94,34829.34,213.97,0,0,0,0,UR SERR PLAYA SB 0016
2372610UK5327S,1,Residencial,0,35090.84,8169.97,26920.87,147.38,0,0,0.07,0.07,CL HINOJOSA 0013
45155A00100076,1,Residencial,0,17984.77,215.43,17769.34,75.54,0,0,0,0,0000
45155A00200001,1,Residencial,0,61154.56,499.54,60655.02,256.85,0,0,0,0,0000
45155A00200027,1,Residencial,0,283832.05,2469.74,281362.31,1192.09,0,0,0,0,0000
45155A00300122,1,Residencial,0,15187.83,209.18,14978.65,63.79,0,0,0,0,0000
23686C2UK5326N,1,Residencial,0,66404.29,13201.62,53202.67,278.90,0,0,0,0,CL JARDINES 0007
3247404UK5334N,1,Residencial,0,70198.97,15711.97,54487.00,294.84,0,0,0,0,UR SERR PLAYA S 6R 0060
4228806UK5342N,1,Residencial,0,115897.39,13420.34,102477.05,486.77,0,0,0,0,UR SERR PLAYA S3 0125
4624771UK5342S,1,Residencial,0,16365.38,5971.45,10393.93,68.73,0,0,0,0,CL MAR ALBORAN 0005
4652403UK5345S,1,Residencial,0,21971.65,9407.51,12564.14,92.28,0,0,0,0,UR SERR PLAYA S 8R 0470
2671109UK5327S,1,Residencial,0,107303.03,52151.84,55151.19,450.67,0,0,1.08,1.08,CL VIÑAS LAS 0006
2372637UK5327S,1,Residencial,0,29924.36,2966.19,26958.17,125.68,0,0,2,2,CL SAN LUIS GONZAGA 0011
3557403UK5335N,1,Residencial,0,44826.86,12090.45,32736.41,188.27,0,0,0,0,UR SERR PLAYA S 7R 0267
4924504UK5342S,1,Residencial,0,61793.84,13867.84,47926.00,259.53,0,0,0,0,UR SERR PLAYA SH 0036
5322408UK5352S,1,Residencial,0,44333.69,14233.16,30100.53,186.20,0,0,0,0,UR SERR PLAYA SJ 0082
3632401UK5333S,1,Residencial,0,52767.18,14477.65,38289.53,221.62,0,0,2,2,UR SERR PLAYA S5 0206
2471207UK5327S,1,Residencial,0,20821.54,15408.73,5412.81,87.45,0,0,0,0,CL REINA SOFIA 0019
4820911UK5342S,1,Residencial,0,28249.28,6990.11,21259.17,118.65,0,0,0.11,0.11,CL MAR CRISTAL 0018
4556408UK5345N,1,Residencial,0,61740.94,13467.42,48273.52,259.31,0,0,0,0,UR SERR PLAYA S 8R 0416
4243116UK5344S,1,Residencial,0,49698.59,14944.81,34753.78,208.73,0,0,0,0,UR SERR PLAYA S5 0240
2370431UK5327S,1,Residencial,0,28040.27,4675.30,23364.97,117.77,0,0,2.5,2.5,CL GRANADILLO 0012
4421142UK5342S,1,Residencial,0,28052.22,2704.69,25347.53,117.82,0,0,0,0,AV PLAYA 0033
4558411UK5345N,1,Residencial,0,88168.66,16702.54,71466.12,370.31,0,0,1,1,UR SERR PLAYA S 8R 0486
2372620UK5327S,1,Residencial,0,12069.65,4507.85,7561.80,50.69,0,0,0,0,PZ LIBERTAD DE LA 0008
2570106UK5327S,1,Residencial,0,2411.65,1365.99,1045.66,10.13,0,0,2.1,2.1,CL IGLESIA 0005
4719432UK5341N,1,Residencial,0,16109.68,3231.59,12878.09,67.66,0,0,0,0,CL MAR CRISTAL 0057
2270401UK5327S,1,Residencial,0,21953.79,8264.41,13689.38,92.21,0,0,0,0,CL GRANADILLO 0021
4037706UK5343N,1,Residencial,0,83025.41,17851.17,65174.24,348.71,0,0,0,0,UR SERR PLAYA S5 0299
45155A00300004,1,Residencial,0,90968.72,911.69,90057.03,382.07,0,0,0,0,0000
4218812UK5341N,1,Residencial,0,36588.94,14317.46,22271.48,153.67,0,0,6,6,UR SERR PLAYA SB 0023
3724917UK5332S,1,Residencial,0,56473.78,13917.02,42556.76,237.19,0,0,0,0,UR SERR PLAYA S2 0249
4220605UK5342S,1,Residencial,0,123861.46,27282.59,96578.87,520.22,0,0,0,0,UR SERR PLAYA SB 0004
4447211UK5344N,1,Residencial,0,50904.82,14194.51,36710.31,213.80,0,0,0,0,UR SERR PLAYA S 7R 0454
4024403UK5342S,1,Residencial,0,69169.34,12638.42,56530.92,290.51,0,0,0,0,UR SERR PLAYA S3 0100
4037701UK5343N,1,Residencial,0,108212.90,17742.99,90469.91,454.49,0,0,0,0,UR SERR PLAYA S5 0294
4722405UK5342S,1,Residencial,0,61734.57,16172.15,45562.42,259.29,0,0,6,6,UR SERR PLAYA SC 0030
3222436UK5332S,1,Residencial,0,215748.40,15215.29,200533.11,906.14,0,0,0,0,UR SERR PLAYA S2 0257
2471215UK5327S,1,Residencial,0,39690.82,6800.43,32890.39,166.70,0,0,0.28,0.28,CL VIRGEN DEL BUEN CAMINO 0022
4428907UK5342N,1,Residencial,0,96992.71,20526.38,76466.33,407.37,0,0,0,0,UR SERR PLAYA S4 0072
3857314UK5335N,1,Residencial,0,45841.16,9471.44,36369.72,192.53,0,0,1,1,UR SERR PLAYA S 8R 0306
4218803UK5341N,2,Residencial,0,233909.26,35997.42,197911.84,982.42,0,0,4,2,UR SERR PLAYA SB 0014
3209902UK5330N,1,Residencial,0,85169.41,49840.01,35329.40,357.71,0,0,0,0,UR REGADIOS DE SAN ROMAN 0017
5020407UK5352S,1,Residencial,0,77944.02,25867.00,52077.02,327.36,0,0,2.5,2.5,UR SERR PLAYA SE 0035
4722408UK5342S,1,Residencial,0,57282.76,15624.16,41658.60,240.59,0,0,0,0,UR SERR PLAYA SC 0041
3421111UK5332S,1,Residencial,0,83427.71,15490.69,67937.02,350.40,0,0,0,0,CL CABO DE SAN ROQUE 0155
4626709UK5342N,1,Residencial,0,62209.60,12294.19,49915.41,261.28,0,0,3.83,3.83,UR SERR PLAYA S1 0096
4558422UK5345N,1,Residencial,0,63103.79,15357.21,47746.58,265.04,0,0,3,3,UR SERR PLAYA S 8R 0476
4820963UK5342S,1,Residencial,0,32354.49,7552.14,24802.35,135.89,0,0,1.5,1.5,CL MAR CRISTAL 0007
3615309UK5331N,1,Residencial,0,43476.26,16002.12,27474.14,182.60,0,0,0,0,UR SERR PLAYA S2 0269
4224912UK5342S,1,Residencial,0,59089.40,9799.94,49289.46,248.18,0,0,0,0,UR SERR PLAYA S1 0120
4719414UK5341N,1,Residencial,0,26955.86,8184.42,18771.44,113.21,0,0,0,0,CL MAR CRISTAL 0044
2270101UK5327S,1,Residencial,0,50853.36,12514.70,38338.66,213.58,0,0,2,2,CL CASTILLO 0023
5322407UK5352S,1,Residencial,0,35295.44,14261.27,21034.17,148.24,0,0,0,0,UR SERR PLAYA SJ 0081
4556405UK5345N,1,Residencial,0,111467.52,12540.06,98927.46,468.16,0,0,8.5,8.5,UR SERR PLAYA S 8R 0413
4624734UK5342S,1,Residencial,0,29006.26,8219.54,20786.72,121.83,0,0,0.5,0.5,CL MAR ALBORAN 0120
4046511UK5344N,1,Residencial,0,49935.10,15336.13,34598.97,209.73,0,0,0,0,UR SERR PLAYA S 7R 0243
4915902UK5341N,1,Residencial,0,49083.87,12954.57,36129.30,206.15,0,0,0,0,UR SERR PLAYA SH 0044
5421550UK5352S,1,Residencial,0,56861.05,19670.72,37190.33,238.82,0,0,2,2,UR SERR PLAYA SJ 0049
5020405UK5352S,1,Residencial,0,55295.36,19490.40,35804.96,232.24,0,0,1,1,UR SERR PLAYA SE 0033
2372643UK5327S,1,Residencial,0,57657.96,3096.94,54561.02,242.16,0,0,3.58,3.58,CL SAN LUIS GONZAGA 0006
4331417UK5343S,1,Residencial,0,81682.44,15367.74,66314.70,343.07,0,0,0,0,UR SERR PLAYA S4 0038
2571107UK5327S,1,Residencial,0,86128.85,12280.53,73848.32,361.74,0,0,0.5,0.5,CL OLIVILLA 0002
2370450UK5327S,1,Residencial,0,40810.71,4868.48,35942.23,171.40,0,0,0,0,CL CASTILLO 0030
4421109UK5342S,1,Residencial,0,37673.02,3301.86,34371.16,158.23,0,0,0,0,AV PLAYA 0009
2266334UK5326N,1,Residencial,0,48427.61,3747.95,44679.66,203.40,0,0,2.43,2.43,CR SERRANILLOS 0006
2473102UK5327S,1,Residencial,0,54687.85,6491.32,48196.53,229.69,0,0,2,2,CL HINOJOSA 0045
2473106UK5327S,1,Residencial,0,52176.87,5802.84,46374.03,219.14,0,0,4,4,CL HINOJOSA 0037
3543808UK5334S,1,Residencial,0,45559.67,16706.05,28853.62,191.35,0,0,0,0,UR SERR PLAYA S 6R 0077
2371607UK5327S,1,Residencial,0,99296.53,33079.22,66217.31,417.05,0,0,0,0,CL DR LOPEZ TIMONEDA 0002
4421115UK5342S,1,Residencial,0,36107.67,2704.69,33402.98,151.65,0,0,0,0,AV PLAYA 0015
2372612UK5327S,1,Residencial,0,42350.90,5752.88,36598.02,177.87,0,0,0.67,0.67,CL VIRGEN DEL BUEN CAMINO 0025
3151306UK5335S,1,Residencial,0,68483.52,15585.54,52897.98,287.63,0,0,0,0,UR SERR PLAYA S 6R 0051
4624748UK5342S,1,Residencial,0,24670.95,6954.99,17715.96,103.62,0,0,0,0,CL MAR ALBORAN 0113
5421501UK5352S,1,Residencial,0,51108.31,13825.68,37282.63,214.65,0,0,0,0,UR SERR PLAYA SJ 0004
2670122UK5327S,1,Residencial,0,28220.84,4917.66,23303.18,118.53,0,0,1,1,CL CRISTO 0002
4421162UK5342S,1,Residencial,0,36107.67,2704.69,33402.98,151.65,0,0,0,0,AV PLAYA 0036
3618913UK5331N,1,Residencial,0,113187.78,13120.36,100067.42,475.39,0,0,1,1,UR SERR PLAYA S1 0062
4918801UK5341N,1,Residencial,0,77330.10,16020.15,61309.95,324.79,0,0,2.11,2.11,UR SERR PLAYA SG 0018
2371211UK5327S,1,Residencial,0,38213.97,8887.72,29326.25,160.50,0,0,0.83,0.83,CL VIRGEN DEL BUEN CAMINO 0014
2170501UK5327S,1,Residencial,0,33219.07,8985.68,24233.39,139.52,0,0,1,1,CL CASTILLO 0038
4820954UK5342S,1,Residencial,0,21967.91,3196.46,18771.45,92.27,0,0,0,0,CL MAR CRISTAL 0002
2372625UK5327S,1,Residencial,0,74801.72,30294.48,44507.24,314.17,0,0,0.5,0.5,CL DR LOPEZ TIMONEDA 0014
4816809UK5341N,1,Residencial,0,63349.60,20148.42,43201.18,266.07,0,0,0,0,CL MAR CASTILLA 0015
3632405UK5333S,1,Residencial,0,62233.64,17344.65,44888.99,261.38,0,0,0,0,UR SERR PLAYA S5 0218
3615306UK5331N,1,Residencial,0,57924.78,12574.48,45350.30,243.28,0,0,2.5,2.5,UR SERR PLAYA S2 0273
4624749UK5342S,1,Residencial,0,31701.08,6954.99,24746.09,133.14,0,0,0,0,CL MAR ALBORAN 0114
2270408UK5327S,1,Residencial,0,81954.34,16657.65,65296.69,344.21,0,0,1,1,CL CASTILLO 0032
4624778UK5342S,1,Residencial,0,25108.81,5620.18,19488.63,105.46,0,0,0,0,CL MAR ALBORAN 0020
3737405UK5333N,1,Residencial,0,106731.68,16921.73,89809.95,448.27,0,0,0,0,UR SERR PLAYA S5 0231
2956106UK5325N,1,Residencial,0,77326.07,15803.30,61522.77,324.77,0,0,6,6,UR SERR PLAYA S 6R 0043
2471507UK5327S,1,Residencial,0,24767.61,4229.18,20538.43,104.02,0,0,3,3,CL OLIVILLA 0019
4149102UK5344N,1,Residencial,0,26872.09,3018.03,23854.06,112.86,0,0,0.5,0.5,UR SERR PLAYA S 8R 0016
4816816UK5341N,1,Residencial,0,52719.10,14795.17,37923.93,221.42,0,0,0.6,0.6,UR SERR PLAYA SI 0005
5322403UK5352S,1,Residencial,0,46233.19,21982.03,24251.16,194.18,0,0,4,4,UR SERR PLAYA SJ 0077
5018512UK5351N,1,Residencial,0,77363.44,19015.03,58348.41,324.93,0,0,0,0,UR SERR PLAYA SG 0034
3156916UK5335N,1,Residencial,0,48763.83,15785.76,32978.07,204.81,0,0,0,0,UR SERR PLAYA S 6R 0112
3222411UK5332S,1,Residencial,0,98635.94,18033.11,80602.83,414.27,0,0,1,1,UR SERR PLAYA S2 0224
