refcat,n_unidades,uso_dominante,es_mixta,valor_catastral_eur,valor_suelo_eur,valor_construccion_eur,cuota_ibi_eur,n_exentos,n_bonificados,habitantes_estimados,densidad_hab_por_unidad,via_referencia
3932314UK5333S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,11615.09,11615.09,0.00,48.78,0,0,0,0,UR SERR PLAYA S5 0261
5421532UK5352S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,12060.00,12060.00,0.00,50.65,0,0,0,0,UR SERR PLAYA SJ 0034
3535501UK5333N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,20282.30,20282.30,0.00,85.19,0,0,0,0,UR SERR PLAYA S2 0340
4556404UK5345N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,11901.11,11901.11,0.00,49.98,0,0,0,0,UR SERR PLAYA S 8R 0412
4558415UK5345N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,8773.20,8773.20,0.00,36.85,0,0,0,0,UR SERR PLAYA S 8R 0482
4243124UK5344S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,13156.74,13156.74,0.00,55.26,0,0,0,0,UR SERR PLAYA S5 0246
4243125UK5344S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,13156.74,13156.74,0.00,55.26,0,0,0,0,UR SERR PLAYA S5 0246
4243126UK5344S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,13156.74,13156.74,0.00,55.26,0,0,0,0,UR SERR PLAYA S5 0246
3615312UK5331N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,9757.30,9757.30,0.00,40.98,0,0,0,0,UR SERR PLAYA S2 0274
2568539UK5326N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,27546.04,27546.04,0.00,115.69,0,0,0,0,AV SERRANILLOS 0019
5218315UK5351N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,14799.87,14799.87,0.00,62.16,0,0,0,0,UR SERR PLAYA SH 0002
5123939UK5352S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,11240.40,11240.40,0.00,47.21,0,0,0,0,UR SERR PLAYA SH 0031
4447220UK5344N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,9297.30,9297.30,0.00,39.05,0,0,0,0,UR SERR PLAYA S 7R 0446
4428920UK5342N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,13043.55,13043.55,0.00,54.78,0,0,1,1,UR SERR PLAYA S4 0087
4056504UK5345N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,7856.01,7856.01,0.00,33.00,0,0,0,0,UR SERR PLAYA S 8R 0529
2671106UK5327S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,28753.39,28753.39,0.00,120.76,0,0,0,0,CL HUERTAS 0003
2568540UK5326N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,23921.02,23921.02,0.00,100.47,0,0,0,0,AV SERRANILLOS 0013
2368602UK5326N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,10994.51,10994.51,0.00,46.18,0,0,1.14,1.14,CL CAMINO 0002
3857317UK5335N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,5832.07,5832.07,0.00,24.49,0,0,0,0,UR SERR PLAYA S 8R 0308
4452404UK5345S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,11245.97,11245.97,0.00,47.23,0,0,0,0,UR SERR PLAYA S 8R 0422
3560203UK5336S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,6197.27,6197.27,0.00,26.03,0,0,0,0,UR SERR PLAYA S 8R 0504
3818410UK5331N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,8707.40,8707.40,0.00,36.57,0,0,0,0,UR SERR PLAYA S2 0277
4556401UK5345N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,12520.02,12520.02,0.00,52.58,0,0,0,0,UR SERR PLAYA S 8R 0409
3557409UK5335N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,11240.40,11240.40,0.00,47.21,0,0,0,0,UR SERR PLAYA S 7R 0273
4617809UK5341N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,8006.77,8006.77,0.00,33.63,0,0,0,0,UR SERR PLAYA Z RECREATIVA 0002
4334931UK5343S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,23089.15,23089.15,0.00,96.97,0,0,0,0,UR SERR PLAYA S5 0259
4224920UK5342S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,11576.05,11576.05,0.00,48.62,0,0,0.5,0.5,UR SERR PLAYA S1 0040
2152103UK5325S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,117.56,117.56,0.00,0.49,1,0,0,0,TN SECTOR 10 0139
2449103UK5324N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,91851.82,91851.82,0.00,385.78,0,0,0,0,TN SECTOR 8 0000
2538101UK5323N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,49016.93,49016.93,0.00,205.87,0,0,0,0,TN SECTOR 7 5011
2610101UK5321S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,27183.91,27183.91,0.00,114.17,0,0,0,0,TN SECTOR 6 1311
2568506UK5326N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,12218.92,12218.92,0.00,51.32,0,0,0,0,CL HUERTAS 0032
2070701UK5327S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,1575.39,1575.39,0.00,6.62,0,0,0,0,CR TALAVERA-SM VALDEIGLESIAS 0019
2152101UK5325S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,74.91,74.91,0.00,0.31,1,0,0,0,TN SECTOR 10 0050
2152108UK5325S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,2645.66,2645.66,0.00,11.11,0,0,0,0,TN SECTOR 10 0146
2752104UK5325S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,1561.07,1561.07,0.00,6.56,0,0,0,0,TN SECTOR 10 0081
2752114UK5325S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,2632.94,2632.94,0.00,11.06,0,0,0,0,TN SECTOR 10 0133
2372646UK5327S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,14385.05,14385.05,0.00,60.42,0,0,2,2,CR TALAVERA-SM VALDEIGLESIAS 0028
3932315UK5333S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,10202.22,10202.22,0.00,42.85,0,0,1,1,UR SERR PLAYA S5 0263
5126914UK5352N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,2708.61,2708.61,0.00,11.38,0,0,0,0,UR SERR PLAYA SI 0041
2671110UK5327S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,21985.08,21985.08,0.00,92.34,0,0,0,0,CL VIÑAS LAS 0008
3118802UK5331N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,18192.40,18192.40,0.00,76.41,0,0,0,0,UR SERR PLAYA S2 0001
3532305UK5333S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,5760.69,5760.69,0.00,24.19,0,0,1,1,UR SERR PLAYA S2 0332
3527204UK5332N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,19229.68,19229.68,0.00,80.76,0,0,0,0,UR SERR PLAYA S2 0323
2152110UK5325S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,8418.91,8418.91,0.00,35.36,0,0,0,0,TN SECTOR 10 0011
2733101UK5323N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,51816.99,51816.99,0.00,217.63,0,0,0,0,TN SECTOR 7 6011
2862108UK5326S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,436.70,436.70,0.00,1.83,1,0,0,0,TN SECTOR 10 0087
2368659UK5326N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,245.29,245.29,0.00,1.03,1,0,2.87,2.87,CL VIOLETAS 0001
3937111UK5333N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,3054.30,3054.30,0.00,12.83,0,0,0,0,UR SERR PLAYA S5 0258
3106604UK5330N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,68434.09,68434.09,0.00,287.42,0,0,0,0,UR REGADIOS DE SAN ROMAN 0002
5123949UK5352S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,9985.90,9985.90,0.00,41.94,0,0,0,0,UR SERR PLAYA SH 0034
23686B4UK5326N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,3512.61,3512.61,0.00,14.75,0,0,0,0,CL HERREN DE HOYEROS 0023
23686B5UK5326N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,3512.61,3512.61,0.00,14.75,0,0,0,0,CL HERREN DE HOYEROS 0025
23686B6UK5326N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,3512.61,3512.61,0.00,14.75,0,0,0,0,CL HERREN DE HOYEROS 0027
23686B7UK5326N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,5354.23,5354.23,0.00,22.49,0,0,0,0,CL HERREN DE HOYEROS 0029
2671115UK5327S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,9590.02,9590.02,0.00,40.28,0,0,0.04,0.04,CL HUERTAS 0003
2671117UK5327S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,10231.22,10231.22,0.00,42.97,0,0,0.04,0.04,CL HUERTAS 0003
3632407UK5333S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,13742.17,13742.17,0.00,57.72,0,0,0,0,UR SERR PLAYA S5 0216
4722446UK5342S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,17968.59,17968.59,0.00,75.47,0,0,0,0,UR SERR PLAYA SC 0014
2670113UK5327S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,8371.75,8371.75,0.00,35.16,0,0,0,0,CL HUERTAS 0020
4722423UK5342S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,14401.77,14401.77,0.00,60.49,0,0,0,0,UR SERR PLAYA SC 0056
4248601UK5344N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,10744.17,10744.17,0.00,45.13,0,0,0,0,UR SERR PLAYA S 7R 0381
2269701UK5326N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,3161.36,3161.36,0.00,13.28,0,1,0,0,CL JARDINES 0002
2568542UK5326N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,16358.80,16358.80,0.00,68.71,0,0,0,0,AV SERRANILLOS 0019
2140102UK5324S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,4927.52,4927.52,0.00,20.70,0,0,0,0,TN SECTOR 8 0000
5025606UK5352N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,14381.70,14381.70,0.00,60.40,0,0,0,0,UR SERR PLAYA SI 0055
3317536UK5331N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,11189.66,11189.66,0.00,47.00,0,0,0,0,UR SERR PLAYA S2 0175
23686A8UK5326N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,3587.87,3587.87,0.00,15.07,0,0,0,0,CL HERREN DE HOYEROS 0011
23686A9UK5326N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,3512.61,3512.61,0.00,14.75,0,0,0,0,CL HERREN DE HOYEROS 0013
23686B8UK5326N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,13661.61,13661.61,0.00,57.38,0,0,0,0,CR SERRANILLOS 0000
4821306UK5342S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,11360.84,11360.84,0.00,47.72,0,0,0,0,UR SERR PLAYA SD 0036
3859404UK5335N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,11151.20,11151.20,0.00,46.84,0,0,0,0,UR SERR PLAYA S 8R 0500
3932309UK5333S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,19798.73,19798.73,0.00,83.15,0,0,1,1,UR SERR PLAYA S5 0317
4719732UK5341N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,12725.75,12725.75,0.00,53.45,0,0,0,0,UR SERR PLAYA SE 0012
2752123UK5325S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,14303.91,14303.91,0.00,60.08,0,0,0,0,TN SECTOR 8 0000
2266336UK5326N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,4591.49,4591.49,0.00,19.28,0,0,0,0,CR SERRANILLOS 0006
3317539UK5331N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,1432.79,1432.79,0.00,6.02,0,0,0,0,UR SERR PLAYA S2 0160
2170801UK5327S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,19377.71,19377.71,0.00,81.39,0,0,2,2,CR TALAVERA-SM VALDEIGLESIAS 0008
4624791UK5342S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,120433.11,120433.11,0.00,505.82,0,0,0,0,CL MAR ALBORAN 0100
4624787UK5342S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,139662.26,139662.26,0.00,586.58,0,0,0,0,CL MAR ALBORAN 0100
4452413UK5345S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,11915.06,11915.06,0.00,50.04,0,0,0,0,UR SERR PLAYA S 8R 0431
4520505UK5342S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,10347.18,10347.18,0.00,43.46,0,0,0,0,UR SERR PLAYA SD 0019
2372644UK5327S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,3902.91,3902.91,0.00,16.39,0,0,1,1,CL SAN LUIS GONZAGA 0004
4037711UK5343N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,17996.36,17996.36,0.00,75.58,0,0,0,0,UR SERR PLAYA S5 0304
2568512UK5326N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,26239.35,26239.35,0.00,110.21,0,0,0,0,AV SERRANILLOS 0021
3317532UK5331N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,8801.07,8801.07,0.00,36.96,0,0,0,0,UR SERR PLAYA S2 0171
3748819UK5334N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,7699.89,7699.89,0.00,32.34,0,0,0,0,UR SERR PLAYA S 6R 0164
23686B3UK5326N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,3587.87,3587.87,0.00,15.07,0,0,0,0,CL HERREN DE HOYEROS 0021
2670139UK5327S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,1559.45,1559.45,0.00,6.55,0,0,0,0,CL HUERTAS 0026
2671113UK5327S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,9590.02,9590.02,0.00,40.28,0,0,0.04,0.04,CL HUERTAS 0003
2671114UK5327S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,9590.02,9590.02,0.00,40.28,0,0,0.04,0.04,CL HUERTAS 0003
4447204UK5344N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,8667.26,8667.26,0.00,36.40,0,0,0,0,UR SERR PLAYA S 8R 0461
2152102UK5325S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,169.24,169.24,0.00,0.71,1,0,0,0,TN SECTOR 10 0049
2752105UK5325S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,628.40,628.40,0.00,2.64,1,0,0,0,TN SECTOR 10 0080
4520522UK5342S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,12013.18,12013.18,0.00,50.46,0,0,0.41,0.41,UR SERR PLAYA SD 0006
4046501UK5344N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,10900.29,10900.29,0.00,45.78,0,0,0.5,0.5,UR SERR PLAYA S 7R 0235
3527203UK5332N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,15237.00,15237.00,0.00,64.00,0,0,0,0,UR SERR PLAYA S2 0324
3727810UK5332N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,11900.00,11900.00,0.00,49.98,0,0,0,0,UR SERR PLAYA S2 0279
23686B0UK5326N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,3512.61,3512.61,0.00,14.75,0,0,0,0,CL HERREN DE HOYEROS 0015
23686B1UK5326N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,3512.61,3512.61,0.00,14.75,0,0,0,0,CL HERREN DE HOYEROS 0017
23686B2UK5326N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,3587.87,3587.87,0.00,15.07,0,0,0,0,CL HERREN DE HOYEROS 0019
2670140UK5327S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,2112.26,2112.26,0.00,8.87,0,0,0,0,CL HUERTAS 0026
4558427UK5345N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,6989.00,6989.00,0.00,29.35,0,0,0,0,UR SERR PLAYA S 8R 0495
4820965UK5342S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,25140.38,25140.38,0.00,105.59,0,0,0,0,UR SERR PLAYA DUPLES 0003
3748829UK5334N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,8416.35,8416.35,0.00,35.35,0,0,2,2,UR SERR PLAYA S 7R 0221
2152107UK5325S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,525.36,525.36,0.00,2.21,1,0,0,0,TN SECTOR 10 0008
2752102UK5325S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,553.96,553.96,0.00,2.33,1,0,0,0,TN SECTOR 10 0082
2862109UK5326S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,131.77,131.77,0.00,0.55,1,0,0,0,TN SECTOR 10 0089
2752122UK5325S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,28288.04,28288.04,0.00,118.81,0,0,0,0,TN SECTOR 8 0000
4024402UK5342S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,10678.38,10678.38,0.00,44.85,0,0,5,5,UR SERR PLAYA S3 0099
4719736UK5341N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,14451.95,14451.95,0.00,60.70,0,0,0,0,UR SERR PLAYA SE 0016
2473302UK5327S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,6969.50,6969.50,0.00,29.27,0,0,0.04,0.04,CR CASTILLO BAYUELA 0003
2568532UK5326N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,7460.80,7460.80,0.00,31.34,0,0,0,0,CL IGLESIA 0021
3532308UK5333S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,12235.64,12235.64,0.00,51.39,0,0,0,0,UR SERR PLAYA S2 0331
3247416UK5334N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,12492.13,12492.13,0.00,52.47,0,0,0.82,0.82,UR SERR PLAYA S 6R 0013
4624722UK5342S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,203531.97,203531.97,0.00,854.83,0,0,0.08,0.08,CL ISLA MALLORCA 0006
5421562UK5352S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,15104.30,15104.30,0.00,63.44,0,0,0,0,UR SERR PLAYA SJ 0050
2266315UK5326N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,1784.17,1784.17,0.00,7.49,0,0,0,0,CR SERRANILLOS 0032
2472614UK5327S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,5427.83,5427.83,0.00,22.80,0,0,0,0,TR GILMO FRANCO 0009
3818401UK5331N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,11739.97,11739.97,0.00,49.31,0,0,0,0,UR SERR PLAYA S1 0020
2670107UK5327S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,7644.14,7644.14,0.00,32.11,0,0,0.5,0.5,CL HUERTAS 0012
4722440UK5342S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,15465.59,15465.59,0.00,64.96,0,0,0,0,UR SERR PLAYA SC 0008
4452412UK5345S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,11795.17,11795.17,0.00,49.54,0,0,0,0,UR SERR PLAYA S 8R 0430
3853813UK5335S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,8135.90,8135.90,0.00,34.17,0,0,0.04,0.04,UR SERR PLAYA S 8R 0003
4152620UK5345S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,10508.87,10508.87,0.00,44.14,0,0,0,0,UR SERR PLAYA S 8R 0007
3857318UK5335N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,8329.93,8329.93,0.00,34.99,0,0,0,0,UR SERR PLAYA S 7R 0254
3525505UK5332N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,10916.45,10916.45,0.00,45.85,0,0,0,0,UR SERR PLAYA S2 0303
4357111UK5345N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,11482.94,11482.94,0.00,48.23,0,0,1,1,UR SERR PLAYA S 8R 0347
3016904UK5331N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,12879.64,12879.64,0.00,54.09,0,0,1,1,UR SERR PLAYA S2 0014
4248602UK5344N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,9751.71,9751.71,0.00,40.96,0,0,0,0,UR SERR PLAYA S 7R 0383
3357805UK5335N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,10908.65,10908.65,0.00,45.82,0,0,0,0,UR SERR PLAYA S 7R 0199
4331431UK5343S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,12110.75,12110.75,0.00,50.87,0,0,0,0,UR SERR PLAYA S4 0053
4452420UK5345S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,14780.07,14780.07,0.00,62.08,0,0,0,0,UR SERR PLAYA S 8R 0395
2568502UK5326N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,10131.42,10131.42,0.00,42.55,0,0,0,0,CL HUERTAS 0030
2266303UK5326N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,22441.80,22441.80,0.00,94.26,0,0,0,0,CR SERRANILLOS 0000
3525502UK5332N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,9991.46,9991.46,0.00,41.96,0,0,0,0,UR SERR PLAYA S2 0306
3830505UK5333S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,12052.21,12052.21,0.00,50.62,0,0,0,0,UR SERR PLAYA S3 0150
3260901UK5336S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,19287.83,19287.83,0.00,81.01,0,0,1.5,1.5,UR REGUERONES 0197
3023502UK5332S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,15424.34,15424.34,0.00,64.78,0,0,0,0,UR SERR PLAYA S2 0252
3317516UK5331N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,9046.96,9046.96,0.00,38.00,0,0,0,0,CL CABO DE SAN ROQUE 0165
3722708UK5332S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,11162.34,11162.34,0.00,46.88,0,0,1,1,UR SERR PLAYA S1 0051
3357811UK5335N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,11206.96,11206.96,0.00,47.07,0,0,0,0,UR SERR PLAYA S 7R 0205
3317517UK5331N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,10943.77,10943.77,0.00,45.96,0,0,0,0,CL CABO DE SAN ROQUE 0164
4056503UK5345N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,8324.35,8324.35,0.00,34.96,0,0,0,0,UR SERR PLAYA S 8R 0324
3313512UK5331S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,9448.95,9448.95,0.00,39.69,0,0,0,0,UR SERR PLAYA S2 0008
3748801UK5334N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,13102.66,13102.66,0.00,55.03,0,0,0,0,UR SERR PLAYA S 6R 0171
3748824UK5334N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,12670.55,12670.55,0.00,53.22,0,0,0,0,UR SERR PLAYA S 6R 0169
4617804UK5341N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,13429.94,13429.94,0.00,56.41,0,0,0,0,UR SERR PLAYA SF 0015
3317527UK5331N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,10924.27,10924.27,0.00,45.88,0,0,0,0,UR SERR PLAYA S2 0190
4152618UK5345S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,16369.97,16369.97,0.00,68.75,0,0,0,0,UR SERR PLAYA S 8R 0009
3357810UK5335N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,11193.01,11193.01,0.00,47.01,0,0,0,0,UR SERR PLAYA S 7R 0204
2472615UK5327S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,5059.84,5059.84,0.00,21.25,0,0,0.2,0.2,TR GILMO FRANCO 0007
4056508UK5345N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,11198.58,11198.58,0.00,47.03,0,0,0,0,UR SERR PLAYA S 8R 0327
3317519UK5331N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,10725.22,10725.22,0.00,45.05,0,0,0,0,CL CABO DE SAN ROQUE 0162
3547215UK5334N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,9737.77,9737.77,0.00,40.90,0,0,0,0,UR SERR PLAYA S 6R 0150
2670109UK5327S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,4750.40,4750.40,0.00,19.95,0,0,0,0,CL HUERTAS 0012
3313504UK5331S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,7899.88,7899.88,0.00,33.18,0,0,0,0,UR SERR PLAYA S2 0267
3722709UK5332S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,10928.16,10928.16,0.00,45.90,0,0,0,0,UR SERR PLAYA S1 0052
3547214UK5334N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,10897.50,10897.50,0.00,45.77,0,0,0,0,UR SERR PLAYA S 6R 0149
3151308UK5335S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,13083.14,13083.14,0.00,54.95,0,0,0,0,UR SERR PLAYA S 6R 0054
2752113UK5325S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,2632.94,2632.94,0.00,11.06,0,0,0,0,TN SECTOR 10 0134
2862103UK5326S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,17438.19,17438.19,0.00,73.24,0,0,0,0,TN SECTOR 10 0002
2862105UK5326S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,808.87,808.87,0.00,3.40,1,0,0,0,TN SECTOR 10 0005
3151305UK5335S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,12678.90,12678.90,0.00,53.25,0,0,0,0,UR SERR PLAYA S 6R 0050
4050605UK5345S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,6748.69,6748.69,0.00,28.34,0,0,0,0,UR SERR PLAYA S 8R 0023
3853814UK5335S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,6855.73,6855.73,0.00,28.79,0,0,0,0,UR SERR PLAYA S 8R 0002
4050601UK5345S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,4491.70,4491.70,0.00,18.87,0,0,0.04,0.04,UR SERR PLAYA S 8R 0024
3535502UK5333N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,14159.78,14159.78,0.00,59.47,0,0,0,0,UR SERR PLAYA S2 0339
5421529UK5352S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,10760.33,10760.33,0.00,45.19,0,0,0,0,UR SERR PLAYA SJ 0031
3937116UK5333N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,15069.16,15069.16,0.00,63.29,0,0,0,0,UR SERR PLAYA S5 0258
5018517UK5351N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,11109.93,11109.93,0.00,46.66,0,0,0,0,UR SERR PLAYA SG 0035
2568525UK5326N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,26281.49,26281.49,0.00,110.38,0,0,0,0,AV SERRANILLOS 0009
2568510UK5326N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,5500.76,5500.76,0.00,23.10,0,0,0,0,AV SERRANILLOS 0019
2568523UK5326N,1,"Obras de urbanización y jardinería, suelos sin edificar",0,27250.97,27250.97,0.00,114.45,0,0,1,1,AV SERRANILLOS 0011
2752112UK5325S,1,"Obras de urbanización y jardinería, suelos sin edificar",0,2632.94,2632.94,0.00,11.06,0,0,0,0,TN SECTOR 10 0135
